"obv"	"datetime"	"temp"	"date"	"time"	"datetimew"
"1"	935	"6/10/15 0:13"	29.365	"6/10/15"	"0:13"	2015-06-10 00:13:00
"2"	936	"6/10/15 0:28"	29.265	"6/10/15"	"0:28"	2015-06-10 00:28:00
"3"	937	"6/10/15 0:43"	29.265	"6/10/15"	"0:43"	2015-06-10 00:43:00
"4"	938	"6/10/15 0:58"	29.215	"6/10/15"	"0:58"	2015-06-10 00:58:00
"5"	939	"6/10/15 1:13"	29.315	"6/10/15"	"1:13"	2015-06-10 01:13:00
"6"	940	"6/10/15 1:28"	29.24	"6/10/15"	"1:28"	2015-06-10 01:28:00
"7"	941	"6/10/15 1:43"	29.265	"6/10/15"	"1:43"	2015-06-10 01:43:00
"8"	942	"6/10/15 1:58"	29.265	"6/10/15"	"1:58"	2015-06-10 01:58:00
"9"	943	"6/10/15 2:13"	29.215	"6/10/15"	"2:13"	2015-06-10 02:13:00
"10"	944	"6/10/15 2:28"	29.265	"6/10/15"	"2:28"	2015-06-10 02:28:00
"11"	945	"6/10/15 2:43"	29.19	"6/10/15"	"2:43"	2015-06-10 02:43:00
"12"	946	"6/10/15 2:58"	29.14	"6/10/15"	"2:58"	2015-06-10 02:58:00
"13"	947	"6/10/15 3:13"	29.165	"6/10/15"	"3:13"	2015-06-10 03:13:00
"14"	948	"6/10/15 3:28"	29.14	"6/10/15"	"3:28"	2015-06-10 03:28:00
"15"	949	"6/10/15 3:43"	29.115	"6/10/15"	"3:43"	2015-06-10 03:43:00
"16"	950	"6/10/15 3:58"	29.115	"6/10/15"	"3:58"	2015-06-10 03:58:00
"17"	951	"6/10/15 4:13"	29.14	"6/10/15"	"4:13"	2015-06-10 04:13:00
"18"	952	"6/10/15 4:28"	29.165	"6/10/15"	"4:28"	2015-06-10 04:28:00
"19"	953	"6/10/15 4:43"	29.115	"6/10/15"	"4:43"	2015-06-10 04:43:00
"20"	954	"6/10/15 4:58"	29.14	"6/10/15"	"4:58"	2015-06-10 04:58:00
"21"	955	"6/10/15 5:13"	29.14	"6/10/15"	"5:13"	2015-06-10 05:13:00
"22"	956	"6/10/15 5:28"	29.165	"6/10/15"	"5:28"	2015-06-10 05:28:00
"23"	957	"6/10/15 5:43"	29.14	"6/10/15"	"5:43"	2015-06-10 05:43:00
"24"	958	"6/10/15 5:58"	29.165	"6/10/15"	"5:58"	2015-06-10 05:58:00
"25"	959	"6/10/15 6:13"	29.165	"6/10/15"	"6:13"	2015-06-10 06:13:00
"26"	960	"6/10/15 6:28"	29.19	"6/10/15"	"6:28"	2015-06-10 06:28:00
"27"	961	"6/10/15 6:43"	29.14	"6/10/15"	"6:43"	2015-06-10 06:43:00
"28"	962	"6/10/15 6:58"	29.165	"6/10/15"	"6:58"	2015-06-10 06:58:00
"29"	963	"6/10/15 7:13"	29.14	"6/10/15"	"7:13"	2015-06-10 07:13:00
"30"	964	"6/10/15 7:28"	29.165	"6/10/15"	"7:28"	2015-06-10 07:28:00
"31"	965	"6/10/15 7:43"	29.215	"6/10/15"	"7:43"	2015-06-10 07:43:00
"32"	966	"6/10/15 7:58"	29.265	"6/10/15"	"7:58"	2015-06-10 07:58:00
"33"	967	"6/10/15 8:13"	29.315	"6/10/15"	"8:13"	2015-06-10 08:13:00
"34"	968	"6/10/15 8:28"	29.34	"6/10/15"	"8:28"	2015-06-10 08:28:00
"35"	969	"6/10/15 8:43"	29.365	"6/10/15"	"8:43"	2015-06-10 08:43:00
"36"	970	"6/10/15 8:58"	29.414	"6/10/15"	"8:58"	2015-06-10 08:58:00
"37"	971	"6/10/15 9:13"	29.464	"6/10/15"	"9:13"	2015-06-10 09:13:00
"38"	972	"6/10/15 9:28"	29.54	"6/10/15"	"9:28"	2015-06-10 09:28:00
"39"	973	"6/10/15 9:43"	29.59	"6/10/15"	"9:43"	2015-06-10 09:43:00
"40"	974	"6/10/15 9:58"	29.665	"6/10/15"	"9:58"	2015-06-10 09:58:00
"41"	975	"6/10/15 10:13"	29.64	"6/10/15"	"10:13"	2015-06-10 10:13:00
"42"	976	"6/10/15 10:28"	29.84	"6/10/15"	"10:28"	2015-06-10 10:28:00
"43"	977	"6/10/15 10:43"	29.84	"6/10/15"	"10:43"	2015-06-10 10:43:00
"44"	978	"6/10/15 10:58"	29.765	"6/10/15"	"10:58"	2015-06-10 10:58:00
"45"	979	"6/10/15 11:13"	29.916	"6/10/15"	"11:13"	2015-06-10 11:13:00
"46"	980	"6/10/15 11:28"	29.966	"6/10/15"	"11:28"	2015-06-10 11:28:00
"47"	981	"6/10/15 11:43"	29.966	"6/10/15"	"11:43"	2015-06-10 11:43:00
"48"	982	"6/10/15 11:58"	29.991	"6/10/15"	"11:58"	2015-06-10 11:58:00
"49"	983	"6/10/15 12:13"	30.041	"6/10/15"	"12:13"	2015-06-10 12:13:00
"50"	984	"6/10/15 12:28"	30.117	"6/10/15"	"12:28"	2015-06-10 12:28:00
"51"	985	"6/10/15 12:43"	30.167	"6/10/15"	"12:43"	2015-06-10 12:43:00
"52"	986	"6/10/15 12:58"	30.142	"6/10/15"	"12:58"	2015-06-10 12:58:00
"53"	987	"6/10/15 13:13"	30.167	"6/10/15"	"13:13"	2015-06-10 13:13:00
"54"	988	"6/10/15 13:28"	30.142	"6/10/15"	"13:28"	2015-06-10 13:28:00
"55"	989	"6/10/15 13:43"	30.142	"6/10/15"	"13:43"	2015-06-10 13:43:00
"56"	990	"6/10/15 13:58"	30.167	"6/10/15"	"13:58"	2015-06-10 13:58:00
"57"	991	"6/10/15 14:13"	30.167	"6/10/15"	"14:13"	2015-06-10 14:13:00
"58"	992	"6/10/15 14:28"	30.167	"6/10/15"	"14:28"	2015-06-10 14:28:00
"59"	993	"6/10/15 14:43"	30.167	"6/10/15"	"14:43"	2015-06-10 14:43:00
"60"	994	"6/10/15 14:58"	30.167	"6/10/15"	"14:58"	2015-06-10 14:58:00
"61"	995	"6/10/15 15:13"	30.142	"6/10/15"	"15:13"	2015-06-10 15:13:00
"62"	996	"6/10/15 15:28"	30.117	"6/10/15"	"15:28"	2015-06-10 15:28:00
"63"	997	"6/10/15 15:43"	30.117	"6/10/15"	"15:43"	2015-06-10 15:43:00
"64"	998	"6/10/15 15:58"	30.142	"6/10/15"	"15:58"	2015-06-10 15:58:00
"65"	999	"6/10/15 16:13"	30.117	"6/10/15"	"16:13"	2015-06-10 16:13:00
"66"	1000	"6/10/15 16:28"	30.117	"6/10/15"	"16:28"	2015-06-10 16:28:00
"67"	1001	"6/10/15 16:43"	30.117	"6/10/15"	"16:43"	2015-06-10 16:43:00
"68"	1002	"6/10/15 16:58"	30.142	"6/10/15"	"16:58"	2015-06-10 16:58:00
"69"	1003	"6/10/15 17:13"	30.142	"6/10/15"	"17:13"	2015-06-10 17:13:00
"70"	1004	"6/10/15 17:28"	30.142	"6/10/15"	"17:28"	2015-06-10 17:28:00
"71"	1005	"6/10/15 17:43"	30.117	"6/10/15"	"17:43"	2015-06-10 17:43:00
"72"	1006	"6/10/15 17:58"	30.091	"6/10/15"	"17:58"	2015-06-10 17:58:00
"73"	1007	"6/10/15 18:13"	30.066	"6/10/15"	"18:13"	2015-06-10 18:13:00
"74"	1008	"6/10/15 18:28"	30.016	"6/10/15"	"18:28"	2015-06-10 18:28:00
"75"	1009	"6/10/15 18:43"	29.966	"6/10/15"	"18:43"	2015-06-10 18:43:00
