"obv"	"datetime"	"temp"	"datetimew"
"1"	645	"6/10/15 0:00"	29.565	2015-06-10 00:00:00
"2"	646	"6/10/15 0:15"	29.565	2015-06-10 00:15:00
"3"	647	"6/10/15 0:30"	29.59	2015-06-10 00:30:00
"4"	648	"6/10/15 0:45"	29.59	2015-06-10 00:45:00
"5"	649	"6/10/15 1:00"	29.59	2015-06-10 01:00:00
"6"	650	"6/10/15 1:15"	29.59	2015-06-10 01:15:00
"7"	651	"6/10/15 1:30"	29.565	2015-06-10 01:30:00
"8"	652	"6/10/15 1:45"	29.565	2015-06-10 01:45:00
"9"	653	"6/10/15 2:00"	29.565	2015-06-10 02:00:00
"10"	654	"6/10/15 2:15"	29.565	2015-06-10 02:15:00
"11"	655	"6/10/15 2:30"	29.615	2015-06-10 02:30:00
"12"	656	"6/10/15 2:45"	29.59	2015-06-10 02:45:00
"13"	657	"6/10/15 3:00"	29.565	2015-06-10 03:00:00
"14"	658	"6/10/15 3:15"	29.565	2015-06-10 03:15:00
"15"	659	"6/10/15 3:30"	29.565	2015-06-10 03:30:00
"16"	660	"6/10/15 3:45"	29.565	2015-06-10 03:45:00
"17"	661	"6/10/15 4:00"	29.565	2015-06-10 04:00:00
"18"	662	"6/10/15 4:15"	29.615	2015-06-10 04:15:00
"19"	663	"6/10/15 4:30"	29.64	2015-06-10 04:30:00
"20"	664	"6/10/15 4:45"	29.64	2015-06-10 04:45:00
"21"	665	"6/10/15 5:00"	29.64	2015-06-10 05:00:00
"22"	666	"6/10/15 5:15"	29.64	2015-06-10 05:15:00
"23"	667	"6/10/15 5:30"	29.665	2015-06-10 05:30:00
"24"	668	"6/10/15 5:45"	29.665	2015-06-10 05:45:00
"25"	669	"6/10/15 6:00"	29.665	2015-06-10 06:00:00
"26"	670	"6/10/15 6:15"	29.64	2015-06-10 06:15:00
"27"	671	"6/10/15 6:30"	29.665	2015-06-10 06:30:00
"28"	672	"6/10/15 6:45"	29.665	2015-06-10 06:45:00
"29"	673	"6/10/15 7:00"	29.69	2015-06-10 07:00:00
"30"	674	"6/10/15 7:15"	29.69	2015-06-10 07:15:00
"31"	675	"6/10/15 7:30"	29.64	2015-06-10 07:30:00
"32"	676	"6/10/15 7:45"	29.64	2015-06-10 07:45:00
"33"	677	"6/10/15 8:00"	29.69	2015-06-10 08:00:00
"34"	678	"6/10/15 8:15"	29.715	2015-06-10 08:15:00
"35"	679	"6/10/15 8:30"	29.715	2015-06-10 08:30:00
"36"	680	"6/10/15 8:45"	29.715	2015-06-10 08:45:00
"37"	681	"6/10/15 9:00"	29.665	2015-06-10 09:00:00
"38"	682	"6/10/15 9:15"	29.64	2015-06-10 09:15:00
"39"	683	"6/10/15 9:30"	29.665	2015-06-10 09:30:00
"40"	684	"6/10/15 9:45"	29.69	2015-06-10 09:45:00
"41"	685	"6/10/15 10:00"	29.64	2015-06-10 10:00:00
"42"	686	"6/10/15 10:15"	29.69	2015-06-10 10:15:00
"43"	687	"6/10/15 10:30"	29.69	2015-06-10 10:30:00
"44"	688	"6/10/15 10:45"	29.665	2015-06-10 10:45:00
"45"	689	"6/10/15 11:00"	29.69	2015-06-10 11:00:00
"46"	690	"6/10/15 11:15"	29.69	2015-06-10 11:15:00
"47"	691	"6/10/15 11:30"	29.69	2015-06-10 11:30:00
"48"	692	"6/10/15 11:45"	29.715	2015-06-10 11:45:00
"49"	693	"6/10/15 12:00"	29.69	2015-06-10 12:00:00
"50"	694	"6/10/15 12:15"	29.665	2015-06-10 12:15:00
"51"	695	"6/10/15 12:30"	29.64	2015-06-10 12:30:00
"52"	696	"6/10/15 12:45"	29.665	2015-06-10 12:45:00
"53"	697	"6/10/15 13:00"	29.715	2015-06-10 13:00:00
"54"	698	"6/10/15 13:15"	29.715	2015-06-10 13:15:00
"55"	699	"6/10/15 13:30"	29.765	2015-06-10 13:30:00
"56"	700	"6/10/15 13:45"	29.765	2015-06-10 13:45:00
"57"	701	"6/10/15 14:00"	29.84	2015-06-10 14:00:00
"58"	702	"6/10/15 14:15"	29.765	2015-06-10 14:15:00
"59"	703	"6/10/15 14:30"	29.765	2015-06-10 14:30:00
"60"	704	"6/10/15 14:45"	29.765	2015-06-10 14:45:00
"61"	705	"6/10/15 15:00"	29.765	2015-06-10 15:00:00
"62"	706	"6/10/15 15:15"	29.715	2015-06-10 15:15:00
"63"	707	"6/10/15 15:30"	29.715	2015-06-10 15:30:00
"64"	708	"6/10/15 15:45"	29.665	2015-06-10 15:45:00
"65"	709	"6/10/15 16:00"	29.715	2015-06-10 16:00:00
"66"	710	"6/10/15 16:15"	29.69	2015-06-10 16:15:00
"67"	711	"6/10/15 16:30"	29.69	2015-06-10 16:30:00
"68"	712	"6/10/15 16:45"	29.74	2015-06-10 16:45:00
"69"	713	"6/10/15 17:00"	29.69	2015-06-10 17:00:00
"70"	714	"6/10/15 17:15"	29.715	2015-06-10 17:15:00
"71"	715	"6/10/15 17:30"	29.715	2015-06-10 17:30:00
"72"	716	"6/10/15 17:45"	29.69	2015-06-10 17:45:00
"73"	717	"6/10/15 18:00"	29.665	2015-06-10 18:00:00
"74"	718	"6/10/15 18:15"	29.665	2015-06-10 18:15:00
"75"	719	"6/10/15 18:30"	29.665	2015-06-10 18:30:00
"76"	720	"6/10/15 18:45"	29.64	2015-06-10 18:45:00
"77"	721	"6/10/15 19:00"	29.665	2015-06-10 19:00:00
"78"	722	"6/10/15 19:15"	29.64	2015-06-10 19:15:00
"79"	723	"6/10/15 19:30"	29.64	2015-06-10 19:30:00
"80"	724	"6/10/15 19:45"	29.69	2015-06-10 19:45:00
"81"	725	"6/10/15 20:00"	29.665	2015-06-10 20:00:00
"82"	726	"6/10/15 20:15"	29.64	2015-06-10 20:15:00
"83"	727	"6/10/15 20:30"	29.665	2015-06-10 20:30:00
"84"	728	"6/10/15 20:45"	29.715	2015-06-10 20:45:00
"85"	729	"6/10/15 21:00"	29.765	2015-06-10 21:00:00
"86"	730	"6/10/15 21:15"	29.765	2015-06-10 21:15:00
"87"	731	"6/10/15 21:30"	29.815	2015-06-10 21:30:00
"88"	732	"6/10/15 21:45"	29.815	2015-06-10 21:45:00
"89"	733	"6/10/15 22:00"	29.74	2015-06-10 22:00:00
"90"	734	"6/10/15 22:15"	29.79	2015-06-10 22:15:00
"91"	735	"6/10/15 22:30"	29.815	2015-06-10 22:30:00
"92"	736	"6/10/15 22:45"	29.865	2015-06-10 22:45:00
"93"	737	"6/10/15 23:00"	29.815	2015-06-10 23:00:00
"94"	738	"6/10/15 23:15"	29.765	2015-06-10 23:15:00
"95"	739	"6/10/15 23:30"	29.865	2015-06-10 23:30:00
"96"	740	"6/10/15 23:45"	29.815	2015-06-10 23:45:00
"97"	741	"6/11/15 0:00"	29.84	2015-06-11 00:00:00
"98"	742	"6/11/15 0:15"	29.765	2015-06-11 00:15:00
"99"	743	"6/11/15 0:30"	29.715	2015-06-11 00:30:00
"100"	744	"6/11/15 0:45"	29.715	2015-06-11 00:45:00
"101"	745	"6/11/15 1:00"	29.715	2015-06-11 01:00:00
"102"	746	"6/11/15 1:15"	29.69	2015-06-11 01:15:00
"103"	747	"6/11/15 1:30"	29.715	2015-06-11 01:30:00
"104"	748	"6/11/15 1:45"	29.715	2015-06-11 01:45:00
"105"	749	"6/11/15 2:00"	29.715	2015-06-11 02:00:00
"106"	750	"6/11/15 2:15"	29.69	2015-06-11 02:15:00
"107"	751	"6/11/15 2:30"	29.69	2015-06-11 02:30:00
"108"	752	"6/11/15 2:45"	29.69	2015-06-11 02:45:00
"109"	753	"6/11/15 3:00"	29.665	2015-06-11 03:00:00
"110"	754	"6/11/15 3:15"	29.665	2015-06-11 03:15:00
"111"	755	"6/11/15 3:30"	29.665	2015-06-11 03:30:00
"112"	756	"6/11/15 3:45"	29.665	2015-06-11 03:45:00
"113"	757	"6/11/15 4:00"	29.64	2015-06-11 04:00:00
"114"	758	"6/11/15 4:15"	29.665	2015-06-11 04:15:00
"115"	759	"6/11/15 4:30"	29.64	2015-06-11 04:30:00
"116"	760	"6/11/15 4:45"	29.665	2015-06-11 04:45:00
"117"	761	"6/11/15 5:00"	29.69	2015-06-11 05:00:00
"118"	762	"6/11/15 5:15"	29.69	2015-06-11 05:15:00
"119"	763	"6/11/15 5:30"	29.69	2015-06-11 05:30:00
"120"	764	"6/11/15 5:45"	29.715	2015-06-11 05:45:00
"121"	765	"6/11/15 6:00"	29.69	2015-06-11 06:00:00
"122"	766	"6/11/15 6:15"	29.715	2015-06-11 06:15:00
"123"	767	"6/11/15 6:30"	29.765	2015-06-11 06:30:00
"124"	768	"6/11/15 6:45"	29.69	2015-06-11 06:45:00
"125"	769	"6/11/15 7:00"	29.715	2015-06-11 07:00:00
"126"	770	"6/11/15 7:15"	29.74	2015-06-11 07:15:00
"127"	771	"6/11/15 7:30"	29.74	2015-06-11 07:30:00
"128"	772	"6/11/15 7:45"	29.74	2015-06-11 07:45:00
"129"	773	"6/11/15 8:00"	29.765	2015-06-11 08:00:00
"130"	774	"6/11/15 8:15"	29.79	2015-06-11 08:15:00
"131"	775	"6/11/15 8:30"	29.79	2015-06-11 08:30:00
"132"	776	"6/11/15 8:45"	29.765	2015-06-11 08:45:00
"133"	777	"6/11/15 9:00"	29.765	2015-06-11 09:00:00
"134"	778	"6/11/15 9:15"	29.74	2015-06-11 09:15:00
"135"	779	"6/11/15 9:30"	29.765	2015-06-11 09:30:00
"136"	780	"6/11/15 9:45"	29.79	2015-06-11 09:45:00
"137"	781	"6/11/15 10:00"	29.941	2015-06-11 10:00:00
"138"	782	"6/11/15 10:15"	29.865	2015-06-11 10:15:00
"139"	783	"6/11/15 10:30"	29.865	2015-06-11 10:30:00
"140"	784	"6/11/15 10:45"	29.865	2015-06-11 10:45:00
"141"	785	"6/11/15 11:00"	29.991	2015-06-11 11:00:00
"142"	786	"6/11/15 11:15"	30.066	2015-06-11 11:15:00
"143"	787	"6/11/15 11:30"	30.117	2015-06-11 11:30:00
"144"	788	"6/11/15 11:45"	29.966	2015-06-11 11:45:00
"145"	789	"6/11/15 12:00"	30.091	2015-06-11 12:00:00
"146"	790	"6/11/15 12:15"	29.941	2015-06-11 12:15:00
"147"	791	"6/11/15 12:30"	29.865	2015-06-11 12:30:00
"148"	792	"6/11/15 12:45"	29.815	2015-06-11 12:45:00
"149"	793	"6/11/15 13:00"	29.765	2015-06-11 13:00:00
"150"	794	"6/11/15 13:15"	29.74	2015-06-11 13:15:00
"151"	795	"6/11/15 13:30"	29.815	2015-06-11 13:30:00
"152"	796	"6/11/15 13:45"	29.84	2015-06-11 13:45:00
"153"	797	"6/11/15 14:00"	29.815	2015-06-11 14:00:00
"154"	798	"6/11/15 14:15"	29.74	2015-06-11 14:15:00
"155"	799	"6/11/15 14:30"	29.715	2015-06-11 14:30:00
"156"	800	"6/11/15 14:45"	29.69	2015-06-11 14:45:00
"157"	801	"6/11/15 15:00"	29.715	2015-06-11 15:00:00
"158"	802	"6/11/15 15:15"	29.64	2015-06-11 15:15:00
"159"	803	"6/11/15 15:30"	29.64	2015-06-11 15:30:00
"160"	804	"6/11/15 15:45"	29.69	2015-06-11 15:45:00
"161"	805	"6/11/15 16:00"	29.64	2015-06-11 16:00:00
"162"	806	"6/11/15 16:15"	29.69	2015-06-11 16:15:00
"163"	807	"6/11/15 16:30"	29.715	2015-06-11 16:30:00
"164"	808	"6/11/15 16:45"	29.665	2015-06-11 16:45:00
"165"	809	"6/11/15 17:00"	29.665	2015-06-11 17:00:00
"166"	810	"6/11/15 17:15"	29.665	2015-06-11 17:15:00
"167"	811	"6/11/15 17:30"	29.715	2015-06-11 17:30:00
"168"	812	"6/11/15 17:45"	29.765	2015-06-11 17:45:00
"169"	813	"6/11/15 18:00"	29.79	2015-06-11 18:00:00
"170"	814	"6/11/15 18:15"	29.74	2015-06-11 18:15:00
"171"	815	"6/11/15 18:30"	29.69	2015-06-11 18:30:00
"172"	816	"6/11/15 18:45"	29.665	2015-06-11 18:45:00
"173"	817	"6/11/15 19:00"	29.665	2015-06-11 19:00:00
"174"	818	"6/11/15 19:15"	29.64	2015-06-11 19:15:00
"175"	819	"6/11/15 19:30"	29.615	2015-06-11 19:30:00
"176"	820	"6/11/15 19:45"	29.64	2015-06-11 19:45:00
"177"	821	"6/11/15 20:00"	29.64	2015-06-11 20:00:00
"178"	822	"6/11/15 20:15"	29.665	2015-06-11 20:15:00
"179"	823	"6/11/15 20:30"	29.74	2015-06-11 20:30:00
"180"	824	"6/11/15 20:45"	29.79	2015-06-11 20:45:00
"181"	825	"6/11/15 21:00"	29.815	2015-06-11 21:00:00
"182"	826	"6/11/15 21:15"	29.84	2015-06-11 21:15:00
"183"	827	"6/11/15 21:30"	29.89	2015-06-11 21:30:00
"184"	828	"6/11/15 21:45"	29.89	2015-06-11 21:45:00
"185"	829	"6/11/15 22:00"	29.865	2015-06-11 22:00:00
"186"	830	"6/11/15 22:15"	29.89	2015-06-11 22:15:00
"187"	831	"6/11/15 22:30"	29.84	2015-06-11 22:30:00
"188"	832	"6/11/15 22:45"	29.84	2015-06-11 22:45:00
"189"	833	"6/11/15 23:00"	29.865	2015-06-11 23:00:00
"190"	834	"6/11/15 23:15"	29.84	2015-06-11 23:15:00
"191"	835	"6/11/15 23:30"	29.865	2015-06-11 23:30:00
"192"	836	"6/11/15 23:45"	29.89	2015-06-11 23:45:00
"193"	837	"6/12/15 0:00"	29.941	2015-06-12 00:00:00
"194"	838	"6/12/15 0:15"	29.941	2015-06-12 00:15:00
"195"	839	"6/12/15 0:30"	29.941	2015-06-12 00:30:00
"196"	840	"6/12/15 0:45"	29.916	2015-06-12 00:45:00
"197"	841	"6/12/15 1:00"	29.941	2015-06-12 01:00:00
"198"	842	"6/12/15 1:15"	29.916	2015-06-12 01:15:00
"199"	843	"6/12/15 1:30"	29.916	2015-06-12 01:30:00
"200"	844	"6/12/15 1:45"	29.941	2015-06-12 01:45:00
"201"	845	"6/12/15 2:00"	29.941	2015-06-12 02:00:00
"202"	846	"6/12/15 2:15"	29.916	2015-06-12 02:15:00
"203"	847	"6/12/15 2:30"	29.89	2015-06-12 02:30:00
"204"	848	"6/12/15 2:45"	29.916	2015-06-12 02:45:00
"205"	849	"6/12/15 3:00"	29.916	2015-06-12 03:00:00
"206"	850	"6/12/15 3:15"	29.89	2015-06-12 03:15:00
"207"	851	"6/12/15 3:30"	29.865	2015-06-12 03:30:00
"208"	852	"6/12/15 3:45"	29.865	2015-06-12 03:45:00
"209"	853	"6/12/15 4:00"	29.815	2015-06-12 04:00:00
"210"	854	"6/12/15 4:15"	29.84	2015-06-12 04:15:00
"211"	855	"6/12/15 4:30"	29.865	2015-06-12 04:30:00
"212"	856	"6/12/15 4:45"	29.865	2015-06-12 04:45:00
"213"	857	"6/12/15 5:00"	29.865	2015-06-12 05:00:00
"214"	858	"6/12/15 5:15"	29.89	2015-06-12 05:15:00
"215"	859	"6/12/15 5:30"	29.865	2015-06-12 05:30:00
"216"	860	"6/12/15 5:45"	29.89	2015-06-12 05:45:00
"217"	861	"6/12/15 6:00"	29.89	2015-06-12 06:00:00
"218"	862	"6/12/15 6:15"	29.89	2015-06-12 06:15:00
"219"	863	"6/12/15 6:30"	29.916	2015-06-12 06:30:00
"220"	864	"6/12/15 6:45"	29.89	2015-06-12 06:45:00
"221"	865	"6/12/15 7:00"	29.89	2015-06-12 07:00:00
"222"	866	"6/12/15 7:15"	29.89	2015-06-12 07:15:00
"223"	867	"6/12/15 7:30"	29.916	2015-06-12 07:30:00
"224"	868	"6/12/15 7:45"	30.016	2015-06-12 07:45:00
"225"	869	"6/12/15 8:00"	29.991	2015-06-12 08:00:00
"226"	870	"6/12/15 8:15"	29.865	2015-06-12 08:15:00
"227"	871	"6/12/15 8:30"	29.815	2015-06-12 08:30:00
"228"	872	"6/12/15 8:45"	29.765	2015-06-12 08:45:00
"229"	873	"6/12/15 9:00"	29.84	2015-06-12 09:00:00
"230"	874	"6/12/15 9:15"	29.84	2015-06-12 09:15:00
"231"	875	"6/12/15 9:30"	29.815	2015-06-12 09:30:00
"232"	876	"6/12/15 9:45"	29.79	2015-06-12 09:45:00
"233"	877	"6/12/15 10:00"	29.916	2015-06-12 10:00:00
"234"	878	"6/12/15 10:15"	29.765	2015-06-12 10:15:00
"235"	879	"6/12/15 10:30"	29.765	2015-06-12 10:30:00
"236"	880	"6/12/15 10:45"	29.79	2015-06-12 10:45:00
"237"	881	"6/12/15 11:00"	29.84	2015-06-12 11:00:00
"238"	882	"6/12/15 11:15"	29.765	2015-06-12 11:15:00
"239"	883	"6/12/15 11:30"	29.79	2015-06-12 11:30:00
"240"	884	"6/12/15 11:45"	29.74	2015-06-12 11:45:00
"241"	885	"6/12/15 12:00"	29.79	2015-06-12 12:00:00
"242"	886	"6/12/15 12:15"	29.765	2015-06-12 12:15:00
"243"	887	"6/12/15 12:30"	29.79	2015-06-12 12:30:00
"244"	888	"6/12/15 12:45"	29.79	2015-06-12 12:45:00
"245"	889	"6/12/15 13:00"	29.765	2015-06-12 13:00:00
"246"	890	"6/12/15 13:15"	29.765	2015-06-12 13:15:00
"247"	891	"6/12/15 13:30"	29.765	2015-06-12 13:30:00
"248"	892	"6/12/15 13:45"	29.79	2015-06-12 13:45:00
"249"	893	"6/12/15 14:00"	29.815	2015-06-12 14:00:00
"250"	894	"6/12/15 14:15"	29.79	2015-06-12 14:15:00
"251"	895	"6/12/15 14:30"	29.765	2015-06-12 14:30:00
"252"	896	"6/12/15 14:45"	29.916	2015-06-12 14:45:00
"253"	897	"6/12/15 15:00"	29.815	2015-06-12 15:00:00
"254"	898	"6/12/15 15:15"	29.74	2015-06-12 15:15:00
"255"	899	"6/12/15 15:30"	29.715	2015-06-12 15:30:00
"256"	900	"6/12/15 15:45"	29.69	2015-06-12 15:45:00
"257"	901	"6/12/15 16:00"	29.665	2015-06-12 16:00:00
"258"	902	"6/12/15 16:15"	29.765	2015-06-12 16:15:00
"259"	903	"6/12/15 16:30"	29.79	2015-06-12 16:30:00
"260"	904	"6/12/15 16:45"	29.815	2015-06-12 16:45:00
"261"	905	"6/12/15 17:00"	29.84	2015-06-12 17:00:00
"262"	906	"6/12/15 17:15"	29.865	2015-06-12 17:15:00
"263"	907	"6/12/15 17:30"	29.89	2015-06-12 17:30:00
"264"	908	"6/12/15 17:45"	29.865	2015-06-12 17:45:00
"265"	909	"6/12/15 18:00"	29.865	2015-06-12 18:00:00
"266"	910	"6/12/15 18:15"	29.865	2015-06-12 18:15:00
"267"	911	"6/12/15 18:30"	29.865	2015-06-12 18:30:00
"268"	912	"6/12/15 18:45"	29.865	2015-06-12 18:45:00
"269"	913	"6/12/15 19:00"	29.865	2015-06-12 19:00:00
"270"	914	"6/12/15 19:15"	29.865	2015-06-12 19:15:00
"271"	915	"6/12/15 19:30"	29.865	2015-06-12 19:30:00
"272"	916	"6/12/15 19:45"	29.865	2015-06-12 19:45:00
"273"	917	"6/12/15 20:00"	29.84	2015-06-12 20:00:00
"274"	918	"6/12/15 20:15"	29.865	2015-06-12 20:15:00
"275"	919	"6/12/15 20:30"	29.89	2015-06-12 20:30:00
"276"	920	"6/12/15 20:45"	29.865	2015-06-12 20:45:00
"277"	921	"6/12/15 21:00"	29.865	2015-06-12 21:00:00
"278"	922	"6/12/15 21:15"	29.89	2015-06-12 21:15:00
"279"	923	"6/12/15 21:30"	29.916	2015-06-12 21:30:00
"280"	924	"6/12/15 21:45"	29.89	2015-06-12 21:45:00
"281"	925	"6/12/15 22:00"	29.916	2015-06-12 22:00:00
"282"	926	"6/12/15 22:15"	29.916	2015-06-12 22:15:00
"283"	927	"6/12/15 22:30"	30.016	2015-06-12 22:30:00
"284"	928	"6/12/15 22:45"	29.991	2015-06-12 22:45:00
"285"	929	"6/12/15 23:00"	29.941	2015-06-12 23:00:00
"286"	930	"6/12/15 23:15"	29.941	2015-06-12 23:15:00
"287"	931	"6/12/15 23:30"	29.966	2015-06-12 23:30:00
"288"	932	"6/12/15 23:45"	29.966	2015-06-12 23:45:00
"289"	933	"6/13/15 0:00"	29.941	2015-06-13 00:00:00
"290"	934	"6/13/15 0:15"	29.916	2015-06-13 00:15:00
"291"	935	"6/13/15 0:30"	29.865	2015-06-13 00:30:00
"292"	936	"6/13/15 0:45"	29.815	2015-06-13 00:45:00
"293"	937	"6/13/15 1:00"	29.79	2015-06-13 01:00:00
"294"	938	"6/13/15 1:15"	29.74	2015-06-13 01:15:00
"295"	939	"6/13/15 1:30"	29.74	2015-06-13 01:30:00
"296"	940	"6/13/15 1:45"	29.74	2015-06-13 01:45:00
"297"	941	"6/13/15 2:00"	29.74	2015-06-13 02:00:00
"298"	942	"6/13/15 2:15"	29.79	2015-06-13 02:15:00
"299"	943	"6/13/15 2:30"	29.765	2015-06-13 02:30:00
"300"	944	"6/13/15 2:45"	29.865	2015-06-13 02:45:00
"301"	945	"6/13/15 3:00"	29.941	2015-06-13 03:00:00
"302"	946	"6/13/15 3:15"	30.041	2015-06-13 03:15:00
"303"	947	"6/13/15 3:30"	30.066	2015-06-13 03:30:00
"304"	948	"6/13/15 3:45"	29.941	2015-06-13 03:45:00
"305"	949	"6/13/15 4:00"	29.916	2015-06-13 04:00:00
"306"	950	"6/13/15 4:15"	29.916	2015-06-13 04:15:00
"307"	951	"6/13/15 4:30"	29.916	2015-06-13 04:30:00
"308"	952	"6/13/15 4:45"	29.916	2015-06-13 04:45:00
"309"	953	"6/13/15 5:00"	29.916	2015-06-13 05:00:00
"310"	954	"6/13/15 5:15"	29.916	2015-06-13 05:15:00
"311"	955	"6/13/15 5:30"	29.941	2015-06-13 05:30:00
"312"	956	"6/13/15 5:45"	29.941	2015-06-13 05:45:00
"313"	957	"6/13/15 6:00"	29.941	2015-06-13 06:00:00
"314"	958	"6/13/15 6:15"	29.966	2015-06-13 06:15:00
"315"	959	"6/13/15 6:30"	29.966	2015-06-13 06:30:00
"316"	960	"6/13/15 6:45"	29.991	2015-06-13 06:45:00
"317"	961	"6/13/15 7:00"	29.991	2015-06-13 07:00:00
"318"	962	"6/13/15 7:15"	29.991	2015-06-13 07:15:00
"319"	963	"6/13/15 7:30"	30.016	2015-06-13 07:30:00
"320"	964	"6/13/15 7:45"	30.117	2015-06-13 07:45:00
"321"	965	"6/13/15 8:00"	30.016	2015-06-13 08:00:00
"322"	966	"6/13/15 8:15"	30.066	2015-06-13 08:15:00
"323"	967	"6/13/15 8:30"	30.066	2015-06-13 08:30:00
"324"	968	"6/13/15 8:45"	30.016	2015-06-13 08:45:00
"325"	969	"6/13/15 9:00"	29.991	2015-06-13 09:00:00
"326"	970	"6/13/15 9:15"	29.966	2015-06-13 09:15:00
"327"	971	"6/13/15 9:30"	29.966	2015-06-13 09:30:00
"328"	972	"6/13/15 9:45"	30.016	2015-06-13 09:45:00
"329"	973	"6/13/15 10:00"	29.991	2015-06-13 10:00:00
"330"	974	"6/13/15 10:15"	29.991	2015-06-13 10:15:00
"331"	975	"6/13/15 10:30"	29.941	2015-06-13 10:30:00
"332"	976	"6/13/15 10:45"	29.966	2015-06-13 10:45:00
"333"	977	"6/13/15 11:00"	29.966	2015-06-13 11:00:00
"334"	978	"6/13/15 11:15"	29.966	2015-06-13 11:15:00
"335"	979	"6/13/15 11:30"	29.991	2015-06-13 11:30:00
"336"	980	"6/13/15 11:45"	29.991	2015-06-13 11:45:00
"337"	981	"6/13/15 12:00"	30.016	2015-06-13 12:00:00
"338"	982	"6/13/15 12:15"	29.966	2015-06-13 12:15:00
"339"	983	"6/13/15 12:30"	29.966	2015-06-13 12:30:00
"340"	984	"6/13/15 12:45"	29.89	2015-06-13 12:45:00
"341"	985	"6/13/15 13:00"	29.89	2015-06-13 13:00:00
"342"	986	"6/13/15 13:15"	29.89	2015-06-13 13:15:00
"343"	987	"6/13/15 13:30"	29.916	2015-06-13 13:30:00
"344"	988	"6/13/15 13:45"	29.966	2015-06-13 13:45:00
"345"	989	"6/13/15 14:00"	29.916	2015-06-13 14:00:00
"346"	990	"6/13/15 14:15"	29.916	2015-06-13 14:15:00
"347"	991	"6/13/15 14:30"	29.991	2015-06-13 14:30:00
"348"	992	"6/13/15 14:45"	29.991	2015-06-13 14:45:00
"349"	993	"6/13/15 15:00"	29.916	2015-06-13 15:00:00
"350"	994	"6/13/15 15:15"	29.815	2015-06-13 15:15:00
"351"	995	"6/13/15 15:30"	29.84	2015-06-13 15:30:00
"352"	996	"6/13/15 15:45"	29.815	2015-06-13 15:45:00
"353"	997	"6/13/15 16:00"	29.69	2015-06-13 16:00:00
"354"	998	"6/13/15 16:15"	29.79	2015-06-13 16:15:00
"355"	999	"6/13/15 16:30"	29.665	2015-06-13 16:30:00
"356"	1000	"6/13/15 16:45"	29.715	2015-06-13 16:45:00
"357"	1001	"6/13/15 17:00"	29.765	2015-06-13 17:00:00
"358"	1002	"6/13/15 17:15"	29.765	2015-06-13 17:15:00
"359"	1003	"6/13/15 17:30"	29.765	2015-06-13 17:30:00
"360"	1004	"6/13/15 17:45"	29.765	2015-06-13 17:45:00
"361"	1005	"6/13/15 18:00"	29.765	2015-06-13 18:00:00
"362"	1006	"6/13/15 18:15"	29.765	2015-06-13 18:15:00
"363"	1007	"6/13/15 18:30"	29.79	2015-06-13 18:30:00
"364"	1008	"6/13/15 18:45"	29.765	2015-06-13 18:45:00
"365"	1009	"6/13/15 19:00"	29.74	2015-06-13 19:00:00
"366"	1010	"6/13/15 19:15"	29.74	2015-06-13 19:15:00
"367"	1011	"6/13/15 19:30"	29.715	2015-06-13 19:30:00
"368"	1012	"6/13/15 19:45"	29.69	2015-06-13 19:45:00
"369"	1013	"6/13/15 20:00"	29.69	2015-06-13 20:00:00
"370"	1014	"6/13/15 20:15"	29.69	2015-06-13 20:15:00
"371"	1015	"6/13/15 20:30"	29.715	2015-06-13 20:30:00
"372"	1016	"6/13/15 20:45"	29.665	2015-06-13 20:45:00
"373"	1017	"6/13/15 21:00"	29.69	2015-06-13 21:00:00
"374"	1018	"6/13/15 21:15"	29.69	2015-06-13 21:15:00
"375"	1019	"6/13/15 21:30"	29.615	2015-06-13 21:30:00
"376"	1020	"6/13/15 21:45"	29.665	2015-06-13 21:45:00
"377"	1021	"6/13/15 22:00"	29.69	2015-06-13 22:00:00
"378"	1022	"6/13/15 22:15"	29.69	2015-06-13 22:15:00
"379"	1023	"6/13/15 22:30"	29.715	2015-06-13 22:30:00
"380"	1024	"6/13/15 22:45"	29.715	2015-06-13 22:45:00
"381"	1025	"6/13/15 23:00"	29.715	2015-06-13 23:00:00
"382"	1026	"6/13/15 23:15"	29.715	2015-06-13 23:15:00
"383"	1027	"6/13/15 23:30"	29.715	2015-06-13 23:30:00
"384"	1028	"6/13/15 23:45"	29.74	2015-06-13 23:45:00
"385"	1029	"6/14/15 0:00"	29.765	2015-06-14 00:00:00
"386"	1030	"6/14/15 0:15"	29.79	2015-06-14 00:15:00
"387"	1031	"6/14/15 0:30"	29.79	2015-06-14 00:30:00
"388"	1032	"6/14/15 0:45"	29.79	2015-06-14 00:45:00
"389"	1033	"6/14/15 1:00"	29.815	2015-06-14 01:00:00
"390"	1034	"6/14/15 1:15"	29.815	2015-06-14 01:15:00
"391"	1035	"6/14/15 1:30"	29.815	2015-06-14 01:30:00
"392"	1036	"6/14/15 1:45"	29.815	2015-06-14 01:45:00
"393"	1037	"6/14/15 2:00"	29.84	2015-06-14 02:00:00
"394"	1038	"6/14/15 2:15"	29.815	2015-06-14 02:15:00
"395"	1039	"6/14/15 2:30"	29.815	2015-06-14 02:30:00
"396"	1040	"6/14/15 2:45"	29.84	2015-06-14 02:45:00
"397"	1041	"6/14/15 3:00"	29.84	2015-06-14 03:00:00
"398"	1042	"6/14/15 3:15"	29.84	2015-06-14 03:15:00
