"obv"	"datetime"	"temp"	"date"	"time"	"datetimew"
"96"	932	"6/10/15 23:45"	29.565	"6/10/15"	"23:45"	2015-06-10 23:45:00
"97"	933	"6/11/15 0:00"	29.565	"6/11/15"	"0:00"	2015-06-11 00:00:00
"98"	934	"6/11/15 0:15"	29.565	"6/11/15"	"0:15"	2015-06-11 00:15:00
"99"	935	"6/11/15 0:30"	29.54	"6/11/15"	"0:30"	2015-06-11 00:30:00
"100"	936	"6/11/15 0:45"	29.464	"6/11/15"	"0:45"	2015-06-11 00:45:00
"101"	937	"6/11/15 1:00"	29.49	"6/11/15"	"1:00"	2015-06-11 01:00:00
"102"	938	"6/11/15 1:15"	29.49	"6/11/15"	"1:15"	2015-06-11 01:15:00
"103"	939	"6/11/15 1:30"	29.389	"6/11/15"	"1:30"	2015-06-11 01:30:00
"104"	940	"6/11/15 1:45"	29.315	"6/11/15"	"1:45"	2015-06-11 01:45:00
"105"	941	"6/11/15 2:00"	29.265	"6/11/15"	"2:00"	2015-06-11 02:00:00
"106"	942	"6/11/15 2:15"	29.265	"6/11/15"	"2:15"	2015-06-11 02:15:00
"107"	943	"6/11/15 2:30"	29.315	"6/11/15"	"2:30"	2015-06-11 02:30:00
"108"	944	"6/11/15 2:45"	29.34	"6/11/15"	"2:45"	2015-06-11 02:45:00
"109"	945	"6/11/15 3:00"	29.365	"6/11/15"	"3:00"	2015-06-11 03:00:00
"110"	946	"6/11/15 3:15"	29.34	"6/11/15"	"3:15"	2015-06-11 03:15:00
"111"	947	"6/11/15 3:30"	29.34	"6/11/15"	"3:30"	2015-06-11 03:30:00
"112"	948	"6/11/15 3:45"	29.34	"6/11/15"	"3:45"	2015-06-11 03:45:00
"113"	949	"6/11/15 4:00"	29.365	"6/11/15"	"4:00"	2015-06-11 04:00:00
"114"	950	"6/11/15 4:15"	29.439	"6/11/15"	"4:15"	2015-06-11 04:15:00
"115"	951	"6/11/15 4:30"	29.464	"6/11/15"	"4:30"	2015-06-11 04:30:00
"116"	952	"6/11/15 4:45"	29.464	"6/11/15"	"4:45"	2015-06-11 04:45:00
"117"	953	"6/11/15 5:00"	29.414	"6/11/15"	"5:00"	2015-06-11 05:00:00
"118"	954	"6/11/15 5:15"	29.365	"6/11/15"	"5:15"	2015-06-11 05:15:00
"119"	955	"6/11/15 5:30"	29.365	"6/11/15"	"5:30"	2015-06-11 05:30:00
"120"	956	"6/11/15 5:45"	29.315	"6/11/15"	"5:45"	2015-06-11 05:45:00
"121"	957	"6/11/15 6:00"	29.315	"6/11/15"	"6:00"	2015-06-11 06:00:00
"122"	958	"6/11/15 6:15"	29.29	"6/11/15"	"6:15"	2015-06-11 06:15:00
"123"	959	"6/11/15 6:30"	29.315	"6/11/15"	"6:30"	2015-06-11 06:30:00
"124"	960	"6/11/15 6:45"	29.315	"6/11/15"	"6:45"	2015-06-11 06:45:00
"125"	961	"6/11/15 7:00"	29.34	"6/11/15"	"7:00"	2015-06-11 07:00:00
"126"	962	"6/11/15 7:15"	29.34	"6/11/15"	"7:15"	2015-06-11 07:15:00
"127"	963	"6/11/15 7:30"	29.365	"6/11/15"	"7:30"	2015-06-11 07:30:00
"128"	964	"6/11/15 7:45"	29.414	"6/11/15"	"7:45"	2015-06-11 07:45:00
"129"	965	"6/11/15 8:00"	29.414	"6/11/15"	"8:00"	2015-06-11 08:00:00
"130"	966	"6/11/15 8:15"	29.464	"6/11/15"	"8:15"	2015-06-11 08:15:00
"131"	967	"6/11/15 8:30"	29.49	"6/11/15"	"8:30"	2015-06-11 08:30:00
"132"	968	"6/11/15 8:45"	29.54	"6/11/15"	"8:45"	2015-06-11 08:45:00
"133"	969	"6/11/15 9:00"	29.565	"6/11/15"	"9:00"	2015-06-11 09:00:00
"134"	970	"6/11/15 9:15"	29.59	"6/11/15"	"9:15"	2015-06-11 09:15:00
"135"	971	"6/11/15 9:30"	29.439	"6/11/15"	"9:30"	2015-06-11 09:30:00
"136"	972	"6/11/15 9:45"	29.49	"6/11/15"	"9:45"	2015-06-11 09:45:00
"137"	973	"6/11/15 10:00"	29.565	"6/11/15"	"10:00"	2015-06-11 10:00:00
"138"	974	"6/11/15 10:15"	29.59	"6/11/15"	"10:15"	2015-06-11 10:15:00
"139"	975	"6/11/15 10:30"	29.665	"6/11/15"	"10:30"	2015-06-11 10:30:00
"140"	976	"6/11/15 10:45"	29.74	"6/11/15"	"10:45"	2015-06-11 10:45:00
"141"	977	"6/11/15 11:00"	29.916	"6/11/15"	"11:00"	2015-06-11 11:00:00
"142"	978	"6/11/15 11:15"	29.941	"6/11/15"	"11:15"	2015-06-11 11:15:00
"143"	979	"6/11/15 11:30"	30.016	"6/11/15"	"11:30"	2015-06-11 11:30:00
"144"	980	"6/11/15 11:45"	30.016	"6/11/15"	"11:45"	2015-06-11 11:45:00
"145"	981	"6/11/15 12:00"	30.066	"6/11/15"	"12:00"	2015-06-11 12:00:00
"146"	982	"6/11/15 12:15"	30.091	"6/11/15"	"12:15"	2015-06-11 12:15:00
"147"	983	"6/11/15 12:30"	30.091	"6/11/15"	"12:30"	2015-06-11 12:30:00
"148"	984	"6/11/15 12:45"	29.916	"6/11/15"	"12:45"	2015-06-11 12:45:00
"149"	985	"6/11/15 13:00"	29.941	"6/11/15"	"13:00"	2015-06-11 13:00:00
"150"	986	"6/11/15 13:15"	29.991	"6/11/15"	"13:15"	2015-06-11 13:15:00
"151"	987	"6/11/15 13:30"	29.966	"6/11/15"	"13:30"	2015-06-11 13:30:00
"152"	988	"6/11/15 13:45"	29.765	"6/11/15"	"13:45"	2015-06-11 13:45:00
"153"	989	"6/11/15 14:00"	29.59	"6/11/15"	"14:00"	2015-06-11 14:00:00
"154"	990	"6/11/15 14:15"	29.515	"6/11/15"	"14:15"	2015-06-11 14:15:00
"155"	991	"6/11/15 14:30"	29.515	"6/11/15"	"14:30"	2015-06-11 14:30:00
"156"	992	"6/11/15 14:45"	29.615	"6/11/15"	"14:45"	2015-06-11 14:45:00
"157"	993	"6/11/15 15:00"	29.715	"6/11/15"	"15:00"	2015-06-11 15:00:00
"158"	994	"6/11/15 15:15"	29.59	"6/11/15"	"15:15"	2015-06-11 15:15:00
"159"	995	"6/11/15 15:30"	29.59	"6/11/15"	"15:30"	2015-06-11 15:30:00
"160"	996	"6/11/15 15:45"	29.49	"6/11/15"	"15:45"	2015-06-11 15:45:00
"161"	997	"6/11/15 16:00"	29.439	"6/11/15"	"16:00"	2015-06-11 16:00:00
"162"	998	"6/11/15 16:15"	29.365	"6/11/15"	"16:15"	2015-06-11 16:15:00
"163"	999	"6/11/15 16:30"	29.315	"6/11/15"	"16:30"	2015-06-11 16:30:00
"164"	1000	"6/11/15 16:45"	29.315	"6/11/15"	"16:45"	2015-06-11 16:45:00
"165"	1001	"6/11/15 17:00"	29.315	"6/11/15"	"17:00"	2015-06-11 17:00:00
"166"	1002	"6/11/15 17:15"	29.29	"6/11/15"	"17:15"	2015-06-11 17:15:00
"167"	1003	"6/11/15 17:30"	29.215	"6/11/15"	"17:30"	2015-06-11 17:30:00
"168"	1004	"6/11/15 17:45"	29.14	"6/11/15"	"17:45"	2015-06-11 17:45:00
"169"	1005	"6/11/15 18:00"	29.365	"6/11/15"	"18:00"	2015-06-11 18:00:00
"170"	1006	"6/11/15 18:15"	29.414	"6/11/15"	"18:15"	2015-06-11 18:15:00
"171"	1007	"6/11/15 18:30"	29.464	"6/11/15"	"18:30"	2015-06-11 18:30:00
"172"	1008	"6/11/15 18:45"	29.49	"6/11/15"	"18:45"	2015-06-11 18:45:00
"173"	1009	"6/11/15 19:00"	29.29	"6/11/15"	"19:00"	2015-06-11 19:00:00
"174"	1010	"6/11/15 19:15"	29.265	"6/11/15"	"19:15"	2015-06-11 19:15:00
"175"	1011	"6/11/15 19:30"	29.215	"6/11/15"	"19:30"	2015-06-11 19:30:00
"176"	1012	"6/11/15 19:45"	29.215	"6/11/15"	"19:45"	2015-06-11 19:45:00
"177"	1013	"6/11/15 20:00"	29.165	"6/11/15"	"20:00"	2015-06-11 20:00:00
"178"	1014	"6/11/15 20:15"	29.19	"6/11/15"	"20:15"	2015-06-11 20:15:00
"179"	1015	"6/11/15 20:30"	29.09	"6/11/15"	"20:30"	2015-06-11 20:30:00
