Year,coreID,linext,density,calc,region,rz,site,spp,linext.log,linext.anom,linext.roll,density.log,density.anom,density.roll,calc.log,calc.anom,calc.roll
1974,FR13,0.241556348,NA,NA,g,or,gorsc,s,-1.420652508,0.283771554,-1.340070851,NA,NA,NA,NA,NA,NA
1973,FR13,0.276064397,NA,NA,g,or,gorsc,s,-1.287121118,0.590455597,-1.438826122,NA,NA,NA,NA,NA,NA
1972,FR13,0.200146688,NA,NA,g,or,gorsc,s,-1.608704741,-0.148131531,-1.550983536,NA,NA,NA,NA,NA,NA
1971,FR13,0.172540248,NA,NA,g,or,gorsc,s,-1.757124748,-0.489010539,-1.615107499,NA,NA,NA,NA,NA,NA
1970,FR13,0.227753128,NA,NA,g,or,gorsc,s,-1.479493009,0.148631474,-1.533900139,NA,NA,NA,NA,NA,NA
1969,FR13,0.255359567,NA,NA,g,or,gorsc,s,-1.36508266,0.411399863,-1.451613445,NA,NA,NA,NA,NA,NA
1968,FR13,0.220851518,NA,NA,g,or,gorsc,s,-1.510264668,0.077957629,-1.544157359,NA,NA,NA,NA,NA,NA
1967,FR13,0.172540248,NA,NA,g,or,gorsc,s,-1.757124748,-0.489010539,-1.661764483,NA,NA,NA,NA,NA,NA
1966,FR13,0.179441858,NA,NA,g,or,gorsc,s,-1.717904034,-0.398931592,-1.744051177,NA,NA,NA,NA,NA,NA
1965,FR13,0.172540248,NA,NA,g,or,gorsc,s,-1.757124748,-0.489010539,-1.802168971,NA,NA,NA,NA,NA,NA
1964,FR13,0.144933809,NA,NA,g,or,gorsc,s,-1.93147813,-0.889451217,-1.828849874,NA,NA,NA,NA,NA,NA
1963,FR13,0.165638638,NA,NA,g,or,gorsc,s,-1.797946743,-0.582767179,-1.886967668,NA,NA,NA,NA,NA,NA
1962,FR13,0.144933809,NA,NA,g,or,gorsc,s,-1.93147813,-0.889451217,-1.864712437,NA,NA,NA,NA,NA,NA
2009,FR2,0.348173865,NA,NA,g,or,gorsc,s,-1.055053312,0.315770055,-1.073237134,NA,NA,NA,NA,NA,NA
2008,FR2,0.335739084,NA,NA,g,or,gorsc,s,-1.091420956,0.237594858,-1.147563213,NA,NA,NA,NA,NA,NA
2007,FR2,0.273565179,NA,NA,g,or,gorsc,s,-1.296215371,-0.202627324,-1.259720625,NA,NA,NA,NA,NA,NA
2006,FR2,0.248695618,NA,NA,g,or,gorsc,s,-1.391525548,-0.407504269,-1.394875661,NA,NA,NA,NA,NA,NA
2005,FR2,0.223826056,NA,NA,g,or,gorsc,s,-1.496886065,-0.633985233,-1.410382332,NA,NA,NA,NA,NA,NA
2004,FR2,0.261130399,NA,NA,g,or,gorsc,s,-1.342735383,-0.302625858,-1.394118944,NA,NA,NA,NA,NA,NA
2003,FR2,0.261130399,NA,NA,g,or,gorsc,s,-1.342735383,-0.302625858,-1.376096537,NA,NA,NA,NA,NA,NA
2002,FR2,0.236260837,NA,NA,g,or,gorsc,s,-1.442818843,-0.517763361,-1.40945769,NA,NA,NA,NA,NA,NA
2001,FR2,0.236260837,NA,NA,g,or,gorsc,s,-1.442818843,-0.517763361,-1.40945769,NA,NA,NA,NA,NA,NA
2000,FR2,0.261130399,NA,NA,g,or,gorsc,s,-1.342735383,-0.302625858,-1.30490517,NA,NA,NA,NA,NA,NA
1999,FR2,0.323304303,NA,NA,g,or,gorsc,s,-1.129161285,0.156468965,-1.213426222,NA,NA,NA,NA,NA,NA
1998,FR2,0.310869522,NA,NA,g,or,gorsc,s,-1.168381998,0.072160865,-1.213426222,NA,NA,NA,NA,NA,NA
1997,FR2,0.261130399,NA,NA,g,or,gorsc,s,-1.342735383,-0.302625858,-1.300880977,NA,NA,NA,NA,NA,NA
1996,FR2,0.248695618,NA,NA,g,or,gorsc,s,-1.391525548,-0.407504269,-1.410382332,NA,NA,NA,NA,NA,NA
1995,FR2,0.223826056,NA,NA,g,or,gorsc,s,-1.496886065,-0.633985233,-1.461765892,NA,NA,NA,NA,NA,NA
1994,FR2,0.223826056,NA,NA,g,or,gorsc,s,-1.496886065,-0.633985233,-1.284889809,NA,NA,NA,NA,NA,NA
1993,FR2,0.42278255,NA,NA,g,or,gorsc,s,-0.860897298,0.733124133,-1.249769637,NA,NA,NA,NA,NA,NA
1992,FR2,0.248695618,NA,NA,g,or,gorsc,s,-1.391525548,-0.407504269,-1.182879406,NA,NA,NA,NA,NA,NA
1991,FR2,0.273565179,NA,NA,g,or,gorsc,s,-1.296215371,-0.202627324,-1.203087613,NA,NA,NA,NA,NA,NA
1990,FR2,0.397912988,NA,NA,g,or,gorsc,s,-0.921521921,0.602806596,-1.067932577,NA,NA,NA,NA,NA,NA
1989,FR2,0.373043427,NA,NA,g,or,gorsc,s,-0.98606044,0.464075822,-0.999667772,NA,NA,NA,NA,NA,NA
1988,FR2,0.335739084,NA,NA,g,or,gorsc,s,-1.091420956,0.237594858,-0.989410553,NA,NA,NA,NA,NA,NA
1987,FR2,0.410347769,NA,NA,g,or,gorsc,s,-0.890750262,0.66895277,-0.910614293,NA,NA,NA,NA,NA,NA
1986,FR2,0.472521674,NA,NA,g,or,gorsc,s,-0.749671662,0.972212646,-0.853981282,NA,NA,NA,NA,NA,NA
1985,FR2,0.397912988,NA,NA,g,or,gorsc,s,-0.921521921,0.602806596,-0.897051858,NA,NA,NA,NA,NA,NA
1984,FR2,0.360608646,NA,NA,g,or,gorsc,s,-1.019961992,0.39120169,-1.03662197,NA,NA,NA,NA,NA,NA
1983,FR2,0.310869522,NA,NA,g,or,gorsc,s,-1.168381998,0.072160865,-1.016413763,NA,NA,NA,NA,NA,NA
1982,FR2,0.42278255,NA,NA,g,or,gorsc,s,-0.860897298,0.733124133,-0.963392198,NA,NA,NA,NA,NA,NA
1981,FR2,0.42278255,NA,NA,g,or,gorsc,s,-0.860897298,0.733124133,-0.902618345,NA,NA,NA,NA,NA,NA
1980,FR2,0.373043427,NA,NA,g,or,gorsc,s,-0.98606044,0.464075822,-0.892955833,NA,NA,NA,NA,NA,NA
1979,FR2,0.435217331,NA,NA,g,or,gorsc,s,-0.831909761,0.795435192,-0.855880621,NA,NA,NA,NA,NA,NA
1978,FR2,0.472521674,NA,NA,g,or,gorsc,s,-0.749671662,0.972212646,-0.844950681,NA,NA,NA,NA,NA,NA
1977,FR2,0.385478207,NA,NA,g,or,gorsc,s,-0.953270619,0.534560197,-0.999719218,NA,NA,NA,NA,NA,NA
1976,FR2,0.273565179,NA,NA,g,or,gorsc,s,-1.296215371,-0.202627324,-1.13928933,NA,NA,NA,NA,NA,NA
1975,FR2,0.310869522,NA,NA,g,or,gorsc,s,-1.168381998,0.072160865,-1.12870643,NA,NA,NA,NA,NA,NA
1974,FR2,0.397912988,NA,NA,g,or,gorsc,s,-0.921521921,0.602806596,-1.03662197,NA,NA,NA,NA,NA,NA
1973,FR2,0.360608646,NA,NA,g,or,gorsc,s,-1.019961992,0.39120169,-0.987148635,NA,NA,NA,NA,NA,NA
1972,FR2,0.360608646,NA,NA,g,or,gorsc,s,-1.019961992,0.39120169,-0.851993599,NA,NA,NA,NA,NA,NA
1971,FR2,0.596869482,NA,NA,g,or,gorsc,s,-0.516056813,1.474386687,-0.944078058,NA,NA,NA,NA,NA,NA
1970,FR2,0.273565179,NA,NA,g,or,gorsc,s,-1.296215371,-0.202627324,-0.944078058,NA,NA,NA,NA,NA,NA
1969,FR2,0.360608646,NA,NA,g,or,gorsc,s,-1.019961992,0.39120169,-1.252998735,NA,NA,NA,NA,NA,NA
1968,FR2,0.236260837,NA,NA,g,or,gorsc,s,-1.442818843,-0.517763361,-1.252998735,NA,NA,NA,NA,NA,NA
1967,FR2,0.273565179,NA,NA,g,or,gorsc,s,-1.296215371,-0.202627324,-1.393951019,NA,NA,NA,NA,NA,NA
1966,FR2,0.236260837,NA,NA,g,or,gorsc,s,-1.442818843,-0.517763361,-1.27681839,NA,NA,NA,NA,NA,NA
1965,FR2,0.335739084,NA,NA,g,or,gorsc,s,-1.091420956,0.237594858,-1.18473393,NA,NA,NA,NA,NA,NA
1964,FR2,0.360608646,NA,NA,g,or,gorsc,s,-1.019961992,0.39120169,-1.080181411,NA,NA,NA,NA,NA,NA
1963,FR2,0.323304303,NA,NA,g,or,gorsc,s,-1.129161285,0.156468965,-1.133628962,NA,NA,NA,NA,NA,NA
1962,FR2,0.28599996,NA,NA,g,or,gorsc,s,-1.251763608,-0.107074659,-1.090558385,NA,NA,NA,NA,NA,NA
1961,FR2,0.410347769,NA,NA,g,or,gorsc,s,-0.890750262,0.66895277,-1.161749751,NA,NA,NA,NA,NA,NA
1960,FR2,0.261130399,NA,NA,g,or,gorsc,s,-1.342735383,-0.302625858,-1.208337064,NA,NA,NA,NA,NA,NA
1959,FR2,0.248695618,NA,NA,g,or,gorsc,s,-1.391525548,-0.407504269,-1.328674846,NA,NA,NA,NA,NA,NA
1958,FR2,0.28599996,NA,NA,g,or,gorsc,s,-1.251763608,-0.107074659,-1.298350921,NA,NA,NA,NA,NA,NA
1957,FR2,0.28599996,NA,NA,g,or,gorsc,s,-1.251763608,-0.107074659,-1.198316057,NA,NA,NA,NA,NA,NA
1956,FR2,0.335739084,NA,NA,g,or,gorsc,s,-1.091420956,0.237594858,-1.198316057,NA,NA,NA,NA,NA,NA
1955,FR2,0.28599996,NA,NA,g,or,gorsc,s,-1.251763608,-0.107074659,-1.262001136,NA,NA,NA,NA,NA,NA
1954,FR2,0.236260837,NA,NA,g,or,gorsc,s,-1.442818843,-0.517763361,-1.379133765,NA,NA,NA,NA,NA,NA
1953,FR2,0.236260837,NA,NA,g,or,gorsc,s,-1.442818843,-0.517763361,-1.393951019,NA,NA,NA,NA,NA,NA
1952,FR2,0.273565179,NA,NA,g,or,gorsc,s,-1.296215371,-0.202627324,-1.472747279,NA,NA,NA,NA,NA,NA
1951,FR2,0.186521713,NA,NA,g,or,gorsc,s,-1.679207623,-1.025900191,-1.331780625,NA,NA,NA,NA,NA,NA
1950,FR2,0.360624192,NA,NA,g,or,gorsc,s,-1.019918882,0.391294358,-1.31694893,NA,NA,NA,NA,NA,NA
1949,FR2,0.286012351,NA,NA,g,or,gorsc,s,-1.251720284,-0.10698153,-1.204777465,NA,NA,NA,NA,NA,NA
1948,FR2,0.261141407,NA,NA,g,or,gorsc,s,-1.342693229,-0.302535244,-1.20477758,NA,NA,NA,NA,NA,NA
1947,FR2,0.360624068,NA,NA,g,or,gorsc,s,-1.019919226,0.391293619,-1.219594971,NA,NA,NA,NA,NA,NA
1946,FR2,0.273576919,NA,NA,g,or,gorsc,s,-1.296172457,-0.202535077,-1.235858197,NA,NA,NA,NA,NA,NA
1945,FR2,0.248706223,NA,NA,g,or,gorsc,s,-1.391482906,-0.407412607,-1.313125217,NA,NA,NA,NA,NA,NA
1944,FR2,0.28601235,NA,NA,g,or,gorsc,s,-1.251720287,-0.106981537,-1.188227291,NA,NA,NA,NA,NA,NA
1943,FR2,0.397930195,NA,NA,g,or,gorsc,s,-0.921478679,0.602899549,-1.076069279,NA,NA,NA,NA,NA,NA
1942,FR2,0.348189338,NA,NA,g,or,gorsc,s,-1.055008872,0.315865582,-0.998802029,NA,NA,NA,NA,NA,NA
1941,FR2,0.360624317,NA,NA,g,or,gorsc,s,-1.019918536,0.391295103,-1.081088943,NA,NA,NA,NA,NA,NA
1940,FR2,0.310882758,NA,NA,g,or,gorsc,s,-1.168339422,0.072252386,-1.093212038,NA,NA,NA,NA,NA,NA
1939,FR2,0.335753454,NA,NA,g,or,gorsc,s,-1.091378156,0.23768686,-1.156292261,NA,NA,NA,NA,NA,NA
1938,FR2,0.298448108,NA,NA,g,or,gorsc,s,-1.209159204,-0.015493041,-1.247770834,NA,NA,NA,NA,NA,NA
1937,FR2,0.236271162,NA,NA,g,or,gorsc,s,-1.442775142,-0.517669422,-1.331542316,NA,NA,NA,NA,NA,NA
1936,FR2,0.261141571,NA,NA,g,or,gorsc,s,-1.342692601,-0.302533894,-1.235648051,NA,NA,NA,NA,NA,NA
1935,FR2,0.397931098,NA,NA,g,or,gorsc,s,-0.921476409,0.602904427,-1.118515641,NA,NA,NA,NA,NA,NA
1934,FR2,0.335753536,NA,NA,g,or,gorsc,s,-1.091377912,0.237687385,-0.978111343,NA,NA,NA,NA,NA,NA
1933,FR2,0.397929786,NA,NA,g,or,gorsc,s,-0.921479706,0.60289734,-0.967854689,NA,NA,NA,NA,NA,NA
1932,FR2,0.410365748,NA,NA,g,or,gorsc,s,-0.890706449,0.66904695,-0.993508042,NA,NA,NA,NA,NA,NA
1931,FR2,0.310883209,NA,NA,g,or,gorsc,s,-1.168337971,0.072255505,-1.015020115,NA,NA,NA,NA,NA,NA
1930,FR2,0.373060033,NA,NA,g,or,gorsc,s,-0.986015926,0.464171508,-1.165681903,NA,NA,NA,NA,NA,NA
1929,FR2,0.261141777,NA,NA,g,or,gorsc,s,-1.342691812,-0.302532199,-1.294236053,NA,NA,NA,NA,NA,NA
1928,FR2,0.211400589,NA,NA,g,or,gorsc,s,-1.554000419,-0.756757165,-1.483564734,NA,NA,NA,NA,NA,NA
1927,FR2,0.211400261,NA,NA,g,or,gorsc,s,-1.554001971,-0.7567605,-1.499828377,NA,NA,NA,NA,NA,NA
1926,FR2,0.248706264,NA,NA,g,or,gorsc,s,-1.391482742,-0.407412253,-1.445655873,NA,NA,NA,NA,NA,NA
1925,FR2,0.248706223,NA,NA,g,or,gorsc,s,-1.391482906,-0.407412607,-1.375219627,NA,NA,NA,NA,NA,NA
1924,FR2,0.261141406,NA,NA,g,or,gorsc,s,-1.342693233,-0.302535253,-1.4496007,NA,NA,NA,NA,NA,NA
1923,FR2,0.198965077,NA,NA,g,or,gorsc,s,-1.614625962,-0.88707668,-1.34956513,NA,NA,NA,NA,NA,NA
1922,FR2,0.335754112,NA,NA,g,or,gorsc,s,-1.091376196,0.237691073,-1.305054567,NA,NA,NA,NA,NA,NA
1921,FR2,0.29844741,NA,NA,g,or,gorsc,s,-1.209161543,-0.015498069,-1.198903199,NA,NA,NA,NA,NA,NA
1920,FR2,0.273577083,NA,NA,g,or,gorsc,s,-1.296171858,-0.202533788,-1.316036412,NA,NA,NA,NA,NA,NA
1919,FR2,0.236270998,NA,NA,g,or,gorsc,s,-1.442775836,-0.517670914,-1.430983028,NA,NA,NA,NA,NA,NA
1918,FR2,0.211400384,NA,NA,g,or,gorsc,s,-1.554001389,-0.756759249,-1.388371995,NA,NA,NA,NA,NA,NA
1917,FR2,0.310882964,NA,NA,g,or,gorsc,s,-1.168338759,0.072253811,-1.283819284,NA,NA,NA,NA,NA,NA
1916,FR2,0.323318393,NA,NA,g,or,gorsc,s,-1.129117704,0.156562645,-1.197875906,NA,NA,NA,NA,NA,NA
1915,FR2,0.273577248,NA,NA,g,or,gorsc,s,-1.296171255,-0.202532492,-1.240486838,NA,NA,NA,NA,NA,NA
1914,FR2,0.273577166,NA,NA,g,or,gorsc,s,-1.296171554,-0.202533136,-1.227906701,NA,NA,NA,NA,NA,NA
1913,FR2,0.335753743,NA,NA,g,or,gorsc,s,-1.091377295,0.237688711,-1.185295385,NA,NA,NA,NA,NA,NA
1912,FR2,0.310883416,NA,NA,g,or,gorsc,s,-1.168337305,0.072256936,-1.030527193,NA,NA,NA,NA,NA,NA
1911,FR2,0.435235951,NA,NA,g,or,gorsc,s,-0.831866979,0.795527156,-0.963636877,NA,NA,NA,NA,NA,NA
1910,FR2,0.41036579,NA,NA,g,or,gorsc,s,-0.890706346,0.66904717,-1.208293234,NA,NA,NA,NA,NA,NA
1909,FR2,0.149224055,NA,NA,g,or,gorsc,s,-1.902306378,-1.505469034,-1.378591088,NA,NA,NA,NA,NA,NA
1908,FR2,0.26112383,NA,NA,g,or,gorsc,s,-1.34276054,-0.302679934,-1.498949968,NA,NA,NA,NA,NA,NA
1907,FR2,0.285994418,NA,NA,g,or,gorsc,s,-1.251782986,-0.107116313,-1.296928931,NA,NA,NA,NA,NA,NA
1906,FR2,0.273557548,NA,NA,g,or,gorsc,s,-1.296243266,-0.202687287,-1.281427016,NA,NA,NA,NA,NA,NA
1905,FR2,0.273554394,NA,NA,g,or,gorsc,s,-1.296254796,-0.20271207,-1.267247267,NA,NA,NA,NA,NA,NA
1904,FR2,0.29842288,NA,NA,g,or,gorsc,s,-1.209243738,-0.015674754,-1.267245986,NA,NA,NA,NA,NA,NA
1903,FR2,0.273558599,NA,NA,g,or,gorsc,s,-1.296239424,-0.202679028,-1.394911351,NA,NA,NA,NA,NA,NA
1902,FR2,0.186513643,NA,NA,g,or,gorsc,s,-1.67925089,-1.025993196,-1.487745157,NA,NA,NA,NA,NA,NA
2009,FR4,0.277535794,NA,NA,g,or,gorsc,s,-1.281805367,-0.266292868,-1.197394473,NA,NA,NA,NA,NA,NA
2008,FR4,0.328577161,NA,NA,g,or,gorsc,s,-1.11298358,-0.03181451,-1.403555678,NA,NA,NA,NA,NA,NA
2007,FR4,0.162694985,NA,NA,g,or,gorsc,s,-1.815878089,-1.008072096,-1.550403779,NA,NA,NA,NA,NA,NA
2006,FR4,0.178645896,NA,NA,g,or,gorsc,s,-1.722349667,-0.878169486,-1.709022026,NA,NA,NA,NA,NA,NA
2005,FR4,0.204162645,NA,NA,g,or,gorsc,s,-1.588838323,-0.692734175,-1.613131684,NA,NA,NA,NA,NA,NA
2004,FR4,0.216924251,NA,NA,g,or,gorsc,s,-1.52820706,-0.608522775,-1.502682646,NA,NA,NA,NA,NA,NA
2003,FR4,0.248825718,NA,NA,g,or,gorsc,s,-1.391002555,-0.417957993,-1.507929705,NA,NA,NA,NA,NA,NA
2002,FR4,0.200974047,NA,NA,g,or,gorsc,s,-1.604579499,-0.714597259,-1.403564413,NA,NA,NA,NA,NA,NA
2001,FR4,0.296677026,NA,NA,g,or,gorsc,s,-1.215111186,-0.173660619,-1.295092051,NA,NA,NA,NA,NA,NA
2000,FR4,0.344526087,NA,NA,g,or,gorsc,s,-1.065585467,0.034017227,-1.109312334,NA,NA,NA,NA,NA,NA
1999,FR4,0.350904789,NA,NA,g,or,gorsc,s,-1.047240349,0.059496955,-1.021584705,NA,NA,NA,NA,NA,NA
1998,FR4,0.38599599,NA,NA,g,or,gorsc,s,-0.951928298,0.191876866,-1.320893097,NA,NA,NA,NA,NA,NA
1997,FR4,0.140364784,NA,NA,g,or,gorsc,s,-1.963510645,-1.213120508,-1.496252698,NA,NA,NA,NA,NA,NA
1996,FR4,0.207355794,NA,NA,g,or,gorsc,s,-1.57331915,-0.671179431,-1.818632892,NA,NA,NA,NA,NA,NA
1995,FR4,0.146743534,NA,NA,g,or,gorsc,s,-1.919068883,-1.151394876,-1.50720021,NA,NA,NA,NA,NA,NA
1994,FR4,0.357288179,NA,NA,g,or,gorsc,s,-1.029212599,0.084535887,-1.37034416,NA,NA,NA,NA,NA,NA
1993,FR4,0.312624966,NA,NA,g,or,gorsc,s,-1.162750999,-0.100937002,-1.230394357,NA,NA,NA,NA,NA,NA
1992,FR4,0.223304387,NA,NA,g,or,gorsc,s,-1.499219474,-0.568261612,-1.37307513,NA,NA,NA,NA,NA,NA
1991,FR4,0.232874658,NA,NA,g,or,gorsc,s,-1.457254919,-0.509976599,-1.50485345,NA,NA,NA,NA,NA,NA
1990,FR4,0.210538666,NA,NA,g,or,gorsc,s,-1.558085956,-0.650021889,-1.456201195,NA,NA,NA,NA,NA,NA
1989,FR4,0.258395813,NA,NA,g,or,gorsc,s,-1.353262711,-0.365540726,-1.447190819,NA,NA,NA,NA,NA,NA
1988,FR4,0.239255373,NA,NA,g,or,gorsc,s,-1.430223791,-0.472432781,-1.53972254,NA,NA,NA,NA,NA,NA
1987,FR4,0.159504823,NA,NA,g,or,gorsc,s,-1.835681119,-1.035576733,-1.774914166,NA,NA,NA,NA,NA,NA
1986,FR4,0.12760221,NA,NA,g,or,gorsc,s,-2.058837588,-1.345521104,-1.86639298,NA,NA,NA,NA,NA,NA
1985,FR4,0.181834157,NA,NA,g,or,gorsc,s,-1.704660233,-0.853600444,-1.638011727,NA,NA,NA,NA,NA,NA
1984,FR4,0.316466667,NA,NA,g,or,gorsc,s,-1.15053736,-0.083973352,-1.404798576,NA,NA,NA,NA,NA,NA
1983,FR4,0.256866667,NA,NA,g,or,gorsc,s,-1.359198134,-0.373784498,-1.257269444,NA,NA,NA,NA,NA,NA
1982,FR4,0.283066667,NA,NA,g,or,gorsc,s,-1.262072837,-0.238886149,-1.246627302,NA,NA,NA,NA,NA,NA
1981,FR4,0.326733333,NA,NA,g,or,gorsc,s,-1.118610936,-0.039630405,-1.109230492,NA,NA,NA,NA,NA,NA
1980,FR4,0.3879,NA,NA,g,or,gorsc,s,-0.947007705,0.198711131,-1.056146592,NA,NA,NA,NA,NA,NA
1979,FR4,0.331933333,NA,NA,g,or,gorsc,s,-1.102821134,-0.017699783,-1.081320443,NA,NA,NA,NA,NA,NA
1978,FR4,0.302966667,NA,NA,g,or,gorsc,s,-1.194132489,-0.144523086,-1.200945372,NA,NA,NA,NA,NA,NA
1977,FR4,0.270933333,NA,NA,g,or,gorsc,s,-1.305882492,-0.299733841,-1.198444235,NA,NA,NA,NA,NA,NA
1976,FR4,0.334433333,NA,NA,g,or,gorsc,s,-1.095317723,-0.007278216,-1.212030174,NA,NA,NA,NA,NA,NA
1975,FR4,0.290866667,NA,NA,g,or,gorsc,s,-1.234890306,-0.201132046,-1.097572412,NA,NA,NA,NA,NA,NA
1974,FR4,0.381933333,NA,NA,g,or,gorsc,s,-0.962509207,0.177180931,-1.096146845,NA,NA,NA,NA,NA,NA
1973,FR4,0.335866667,NA,NA,g,or,gorsc,s,-1.091041022,-0.001338261,-1.077212906,NA,NA,NA,NA,NA,NA
1972,FR4,0.307866667,NA,NA,g,or,gorsc,s,-1.178088489,-0.122239405,-1.161874946,NA,NA,NA,NA,NA,NA
1971,FR4,0.296266667,NA,NA,g,or,gorsc,s,-1.216495328,-0.175583068,-1.024653198,NA,NA,NA,NA,NA,NA
1970,FR4,0.506933333,NA,NA,g,or,gorsc,s,-0.679375777,0.570427933,-0.994020291,NA,NA,NA,NA,NA,NA
1969,FR4,0.3375,NA,NA,g,or,gorsc,s,-1.086189769,0.005399696,-0.92298619,NA,NA,NA,NA,NA,NA
1968,FR4,0.366633333,NA,NA,g,or,gorsc,s,-1.003393023,0.120396968,-0.999825785,NA,NA,NA,NA,NA,NA
1967,FR4,0.402566667,NA,NA,g,or,gorsc,s,-0.909894564,0.250257963,-1.021239875,NA,NA,NA,NA,NA,NA
1966,FR4,0.3165,NA,NA,g,or,gorsc,s,-1.150432037,-0.083827068,-1.048016759,NA,NA,NA,NA,NA,NA
1965,FR4,0.338333333,NA,NA,g,or,gorsc,s,-1.083723677,0.008824876,-1.075206363,NA,NA,NA,NA,NA,NA
1964,FR4,0.371033333,NA,NA,g,or,gorsc,s,-0.991463374,0.136966183,-0.919417299,NA,NA,NA,NA,NA,NA
1963,FR4,0.505066667,NA,NA,g,or,gorsc,s,-0.683064845,0.565304148,-0.960316153,NA,NA,NA,NA,NA,NA
1962,FR4,0.299266667,NA,NA,g,or,gorsc,s,-1.20642024,-0.161589672,-1.031411989,NA,NA,NA,NA,NA,NA
1961,FR4,0.299766667,NA,NA,g,or,gorsc,s,-1.204750884,-0.159271085,-0.995551265,NA,NA,NA,NA,NA,NA
1960,FR4,0.562433333,NA,NA,g,or,gorsc,s,-0.575482671,0.714726162,-0.746067739,NA,NA,NA,NA,NA,NA
1959,FR4,0.632566667,NA,NA,g,or,gorsc,s,-0.457969662,0.877941218,-0.494376865,NA,NA,NA,NA,NA,NA
1958,FR4,0.637833333,NA,NA,g,or,gorsc,s,-0.449678263,0.889457229,-0.669487546,NA,NA,NA,NA,NA,NA
1957,FR4,0.3326,NA,NA,g,or,gorsc,s,-1.100814712,-0.014913042,-0.840853574,NA,NA,NA,NA,NA,NA
1956,FR4,0.3783,NA,NA,g,or,gorsc,s,-0.972067747,0.163904973,-1.08157027,NA,NA,NA,NA,NA,NA
1955,FR4,0.3098,NA,NA,g,or,gorsc,s,-1.171828351,-0.113544633,-1.088353597,NA,NA,NA,NA,NA,NA
1954,FR4,0.3259,NA,NA,g,or,gorsc,s,-1.121164693,-0.043177345,-0.968965946,NA,NA,NA,NA,NA,NA
1953,FR4,0.541233333,NA,NA,g,or,gorsc,s,-0.613904794,0.661361271,-0.858004483,NA,NA,NA,NA,NA,NA
1952,FR4,0.432166667,NA,NA,g,or,gorsc,s,-0.838943962,0.348802001,-0.95000062,NA,NA,NA,NA,NA,NA
1951,FR4,0.2473,NA,NA,g,or,gorsc,s,-1.397153104,-0.426500556,-0.994965971,NA,NA,NA,NA,NA,NA
1950,FR4,0.472933333,NA,NA,g,or,gorsc,s,-0.748800845,0.474002724,-1.183289774,NA,NA,NA,NA,NA,NA
1949,FR4,0.245633333,NA,NA,g,or,gorsc,s,-1.403915371,-0.435892739,-0.973768531,NA,NA,NA,NA,NA,NA
1948,FR4,0.463666667,NA,NA,g,or,gorsc,s,-0.768589375,0.446518227,-0.912400027,NA,NA,NA,NA,NA,NA
1947,FR4,0.568533333,NA,NA,g,or,gorsc,s,-0.564695334,0.729708808,-0.641031139,NA,NA,NA,NA,NA,NA
1946,FR4,0.554433333,NA,NA,g,or,gorsc,s,-0.589808708,0.694828578,-0.550220005,NA,NA,NA,NA,NA,NA
1945,FR4,0.608866667,NA,NA,g,or,gorsc,s,-0.496155973,0.824903849,-0.535931694,NA,NA,NA,NA,NA,NA
1944,FR4,0.593433333,NA,NA,g,or,gorsc,s,-0.5218304,0.789244367,-0.621946648,NA,NA,NA,NA,NA,NA
1943,FR4,0.428333333,NA,NA,g,or,gorsc,s,-0.847853571,0.336427351,-0.879497212,NA,NA,NA,NA,NA,NA
1942,FR4,0.281166667,NA,NA,g,or,gorsc,s,-1.268807664,-0.248240223,-0.858017139,NA,NA,NA,NA,NA,NA
1941,FR4,0.632933333,NA,NA,g,or,gorsc,s,-0.457390181,0.878746064,-0.739673282,NA,NA,NA,NA,NA,NA
1940,FR4,0.6109,NA,NA,g,or,gorsc,s,-0.492821999,0.829534439,-0.509474941,NA,NA,NA,NA,NA,NA
1939,FR4,0.5609,NA,NA,g,or,gorsc,s,-0.578212642,0.710934476,-0.499258154,NA,NA,NA,NA,NA,NA
1938,FR4,0.652633333,NA,NA,g,or,gorsc,s,-0.426739819,0.921316676,-0.527029091,NA,NA,NA,NA,NA,NA
1937,FR4,0.562066667,NA,NA,g,or,gorsc,s,-0.576134812,0.713820397,-0.499749871,NA,NA,NA,NA,NA,NA
1936,FR4,0.608733333,NA,NA,g,or,gorsc,s,-0.496374984,0.824599662,-0.571549018,NA,NA,NA,NA,NA,NA
1935,FR4,0.526166667,NA,NA,g,or,gorsc,s,-0.642137259,0.622148903,-0.601412943,NA,NA,NA,NA,NA,NA
1934,FR4,0.5139,NA,NA,g,or,gorsc,s,-0.665726585,0.58938544,-0.750052126,NA,NA,NA,NA,NA,NA
1933,FR4,0.389733333,NA,NA,g,or,gorsc,s,-0.942292535,0.205260079,-0.879657587,NA,NA,NA,NA,NA,NA
1932,FR4,0.356666667,NA,NA,g,or,gorsc,s,-1.030953639,0.082117738,-0.820806344,NA,NA,NA,NA,NA,NA
1931,FR4,0.613133333,NA,NA,g,or,gorsc,s,-0.489172858,0.834602771,-0.702311214,NA,NA,NA,NA,NA,NA
1930,FR4,0.5561,NA,NA,g,or,gorsc,s,-0.586807145,0.698997481,-0.558525375,NA,NA,NA,NA,NA,NA
1929,FR4,0.549033333,NA,NA,g,or,gorsc,s,-0.599596123,0.681234734,-0.567637225,NA,NA,NA,NA,NA,NA
1928,FR4,0.5966,NA,NA,g,or,gorsc,s,-0.516508407,0.796636139,-0.548912038,NA,NA,NA,NA,NA,NA
