Year,coreID,linext,density,calc,region,rz,site,spp,linext.log,linext.anom,linext.roll,density.log,density.anom,density.roll,calc.log,calc.anom,calc.roll
1927,FR4,0.588233333,NA,NA,g,or,gorsc,s,-0.530631585,0.777020308,-0.612339454,NA,NA,NA,NA,NA,NA
1926,FR4,0.4539,NA,NA,g,or,gorsc,s,-0.78987837,0.416949719,-0.81083716,NA,NA,NA,NA,NA,NA
1925,FR4,0.3289,NA,NA,g,or,gorsc,s,-1.112001526,-0.030450525,-1.03837257,NA,NA,NA,NA,NA,NA
1924,FR4,0.297233333,NA,NA,g,or,gorsc,s,-1.213237816,-0.171058674,-1.115260032,NA,NA,NA,NA,NA,NA
1923,FR4,0.3604,NA,NA,g,or,gorsc,s,-1.020540753,0.096580305,-1.126913706,NA,NA,NA,NA,NA,NA
1922,FR4,0.3176,NA,NA,g,or,gorsc,s,-1.14696255,-0.07900826,-1.09448841,NA,NA,NA,NA,NA,NA
1921,FR4,0.3276,NA,NA,g,or,gorsc,s,-1.115961927,-0.035951168,-1.127893377,NA,NA,NA,NA,NA,NA
1920,FR4,0.326033333,NA,NA,g,or,gorsc,s,-1.120755654,-0.042609227,-1.188793197,NA,NA,NA,NA,NA,NA
1919,FR4,0.264566667,NA,NA,g,or,gorsc,s,-1.32966201,-0.332761464,-1.219912692,NA,NA,NA,NA,NA,NA
1918,FR4,0.2984,NA,NA,g,or,gorsc,s,-1.209320411,-0.165617749,-1.127134434,NA,NA,NA,NA,NA,NA
1917,FR4,0.430666667,NA,NA,g,or,gorsc,s,-0.842420883,0.343972869,-1.039392284,NA,NA,NA,NA,NA,NA
1916,FR4,0.344233333,NA,NA,g,or,gorsc,s,-1.066435558,0.032836527,-0.988296094,NA,NA,NA,NA,NA,NA
1915,FR4,0.347833333,NA,NA,g,or,gorsc,s,-1.056031842,0.047286358,-1.07349329,NA,NA,NA,NA,NA,NA
1914,FR4,0.333533333,NA,NA,g,or,gorsc,s,-1.09801247,-0.011020978,-1.007684651,NA,NA,NA,NA,NA,NA
1913,FR4,0.419366667,NA,NA,g,or,gorsc,s,-0.869009641,0.307043462,-0.960798865,NA,NA,NA,NA,NA,NA
1912,FR4,0.400366667,NA,NA,g,or,gorsc,s,-0.915374484,0.242646843,-1.013372723,NA,NA,NA,NA,NA,NA
1911,FR4,0.284866667,NA,NA,g,or,gorsc,s,-1.255734043,-0.230082133,-1.132593828,NA,NA,NA,NA,NA,NA
1910,FR4,0.293266667,NA,NA,g,or,gorsc,s,-1.226672958,-0.189718885,-1.285986422,NA,NA,NA,NA,NA,NA
1909,FR4,0.2527,NA,NA,g,or,gorsc,s,-1.375552265,-0.396498922,-1.20525378,NA,NA,NA,NA,NA,NA
1908,FR4,0.362933333,NA,NA,g,or,gorsc,s,-1.013536117,0.106309118,-1.185433588,NA,NA,NA,NA,NA,NA
1907,FR4,0.311233333,NA,NA,g,or,gorsc,s,-1.167212381,-0.107133464,-1.211108374,NA,NA,NA,NA,NA,NA
1906,FR4,0.233966667,NA,NA,g,or,gorsc,s,-1.452576622,-0.503478864,-1.194565197,NA,NA,NA,NA,NA,NA
1905,FR4,0.3814,NA,NA,g,or,gorsc,s,-0.963906586,0.175240096,-1.125256144,NA,NA,NA,NA,NA,NA
1904,FR4,0.383166667,NA,NA,g,or,gorsc,s,-0.959285223,0.181658756,-1.122513034,NA,NA,NA,NA,NA,NA
1903,FR4,0.2359,NA,NA,g,or,gorsc,s,-1.444347293,-0.492049061,-1.171641619,NA,NA,NA,NA,NA,NA
1902,FR4,0.329133333,NA,NA,g,or,gorsc,s,-1.111292343,-0.029465534,-1.228202681,NA,NA,NA,NA,NA,NA
1901,FR4,0.323366667,NA,NA,g,or,gorsc,s,-1.128968408,-0.054016006,-1.158116393,NA,NA,NA,NA,NA,NA
1900,FR4,0.2911,NA,NA,g,or,gorsc,s,-1.234088428,-0.20001831,-1.168610007,NA,NA,NA,NA,NA,NA
1899,FR4,0.318933333,NA,NA,g,or,gorsc,s,-1.142773185,-0.073189608,-1.235717928,NA,NA,NA,NA,NA,NA
1898,FR4,0.2644,NA,NA,g,or,gorsc,s,-1.330292171,-0.333636701,-1.233814901,NA,NA,NA,NA,NA,NA
1897,FR4,0.292766667,NA,NA,g,or,gorsc,s,-1.228379346,-0.192088905,-1.339800702,NA,NA,NA,NA,NA,NA
1896,FR4,0.232066667,NA,NA,g,or,gorsc,s,-1.460730591,-0.514803996,-1.340600113,NA,NA,NA,NA,NA,NA
1895,FR4,0.263766667,NA,NA,g,or,gorsc,s,-1.332690404,-0.336967632,-1.390802927,NA,NA,NA,NA,NA,NA
1894,FR4,0.251833333,NA,NA,g,or,gorsc,s,-1.378987787,-0.401270556,-1.369745248,NA,NA,NA,NA,NA,NA
1893,FR4,0.2472,NA,NA,g,or,gorsc,s,-1.397557553,-0.427062299,-1.38827267,NA,NA,NA,NA,NA,NA
2009,FR9,0.203659353,NA,NA,g,or,gorsc,s,-1.591306519,0.154343333,-1.725438513,NA,NA,NA,NA,NA,NA
2008,FR9,0.155739505,NA,NA,g,or,gorsc,s,-1.859570507,-0.46385798,-1.757569068,NA,NA,NA,NA,NA,NA
2007,FR9,0.161729486,NA,NA,g,or,gorsc,s,-1.821830179,-0.37688723,-1.799290116,NA,NA,NA,NA,NA,NA
2006,FR9,0.179699429,NA,NA,g,or,gorsc,s,-1.716469663,-0.134089044,-1.762890352,NA,NA,NA,NA,NA,NA
2005,FR9,0.173709448,NA,NA,g,or,gorsc,s,-1.750371215,-0.212213522,-1.802151362,NA,NA,NA,NA,NA,NA
2004,FR9,0.143759544,NA,NA,g,or,gorsc,s,-1.939613208,-0.648312492,-1.825148986,NA,NA,NA,NA,NA,NA
2003,FR9,0.167719467,NA,NA,g,or,gorsc,s,-1.785462535,-0.293079762,-1.802918528,NA,NA,NA,NA,NA,NA
2002,FR9,0.18568941,NA,NA,g,or,gorsc,s,-1.68367984,-0.058526492,-1.696767286,NA,NA,NA,NA,NA,NA
2001,FR9,0.197669372,NA,NA,g,or,gorsc,s,-1.621159482,0.085548631,-1.496893577,NA,NA,NA,NA,NA,NA
2000,FR9,0.30548903,NA,NA,g,or,gorsc,s,-1.185841409,1.088717957,-1.380159433,NA,NA,NA,NA,NA,NA
1999,FR9,0.263559163,NA,NA,g,or,gorsc,s,-1.333477409,0.748497978,-1.472703346,NA,NA,NA,NA,NA,NA
1998,FR9,0.149749524,NA,NA,g,or,gorsc,s,-1.898791221,-0.554240207,-1.62806659,NA,NA,NA,NA,NA,NA
1997,FR9,0.191679391,NA,NA,g,or,gorsc,s,-1.651931141,0.01463684,-1.685823831,NA,NA,NA,NA,NA,NA
1996,FR9,0.221629296,NA,NA,g,or,gorsc,s,-1.506749131,0.349201722,-1.475399904,NA,NA,NA,NA,NA,NA
1995,FR9,0.281529106,NA,NA,g,or,gorsc,s,-1.267519441,0.900494907,-1.455191697,NA,NA,NA,NA,NA,NA
1994,FR9,0.203659353,NA,NA,g,or,gorsc,s,-1.591306519,0.154343333,-1.446302281,NA,NA,NA,NA,NA,NA
1993,FR9,0.227619277,NA,NA,g,or,gorsc,s,-1.480080883,0.4106574,-1.5084976,NA,NA,NA,NA,NA,NA
1992,FR9,0.233609258,NA,NA,g,or,gorsc,s,-1.454105397,0.470516646,-1.446093752,NA,NA,NA,NA,NA,NA
1991,FR9,0.24558922,NA,NA,g,or,gorsc,s,-1.404094976,0.585763228,-1.412732599,NA,NA,NA,NA,NA,NA
1990,FR9,0.251579201,NA,NA,g,or,gorsc,s,-1.379997425,0.641294864,-1.511487872,NA,NA,NA,NA,NA,NA
1989,FR9,0.173709448,NA,NA,g,or,gorsc,s,-1.750371215,-0.212213522,-1.689993949,NA,NA,NA,NA,NA,NA
1988,FR9,0.143759544,NA,NA,g,or,gorsc,s,-1.939613208,-0.648312492,-1.825148986,NA,NA,NA,NA,NA,NA
1987,FR9,0.167719467,NA,NA,g,or,gorsc,s,-1.785462535,-0.293079762,-1.802918528,NA,NA,NA,NA,NA,NA
1986,FR9,0.18568941,NA,NA,g,or,gorsc,s,-1.68367984,-0.058526492,-1.717607405,NA,NA,NA,NA,NA,NA
1985,FR9,0.18568941,NA,NA,g,or,gorsc,s,-1.68367984,-0.058526492,-1.624702937,NA,NA,NA,NA,NA,NA
1984,FR9,0.221629296,NA,NA,g,or,gorsc,s,-1.506749131,0.349201722,-1.646933395,NA,NA,NA,NA,NA,NA
1983,FR9,0.173709448,NA,NA,g,or,gorsc,s,-1.750371215,-0.212213522,-1.646933395,NA,NA,NA,NA,NA,NA
1982,FR9,0.18568941,NA,NA,g,or,gorsc,s,-1.68367984,-0.058526492,-1.646933395,NA,NA,NA,NA,NA,NA
1981,FR9,0.221629296,NA,NA,g,or,gorsc,s,-1.506749131,0.349201722,-1.646933395,NA,NA,NA,NA,NA,NA
1980,FR9,0.173709448,NA,NA,g,or,gorsc,s,-1.750371215,-0.212213522,-1.597089483,NA,NA,NA,NA,NA,NA
1979,FR9,0.215639315,NA,NA,g,or,gorsc,s,-1.534148105,0.286062118,-1.837271533,NA,NA,NA,NA,NA,NA
1978,FR9,0.107819658,NA,NA,g,or,gorsc,s,-2.227295281,-1.311261836,-1.900352198,NA,NA,NA,NA,NA,NA
1977,FR9,0.143759544,NA,NA,g,or,gorsc,s,-1.939613208,-0.648312492,-1.961126051,NA,NA,NA,NA,NA,NA
1976,FR9,0.179699429,NA,NA,g,or,gorsc,s,-1.716469663,-0.134089044,-1.828041436,NA,NA,NA,NA,NA,NA
2011,FRC,0.241219172,NA,NA,g,or,gorgp,s,-1.422049331,-0.062397034,-1.529269161,NA,NA,NA,NA,NA,NA
2010,FRC,0.194662305,NA,NA,g,or,gorgp,s,-1.636488991,-0.522859588,-1.530614359,NA,NA,NA,NA,NA,NA
2009,FRC,0.215821251,NA,NA,g,or,gorgp,s,-1.533304756,-0.301293873,-1.536524148,NA,NA,NA,NA,NA,NA
2008,FRC,0.236980197,NA,NA,g,or,gorgp,s,-1.439778698,-0.100466995,-1.559004576,NA,NA,NA,NA,NA,NA
2007,FRC,0.181966937,NA,NA,g,or,gorgp,s,-1.703930273,-0.667675081,-1.600725624,NA,NA,NA,NA,NA,NA
2006,FRC,0.190430515,NA,NA,g,or,gorgp,s,-1.658467902,-0.570054521,-1.721322306,NA,NA,NA,NA,NA,NA
2005,FRC,0.16503978,NA,NA,g,or,gorgp,s,-1.801568743,-0.877332471,-1.639277949,NA,NA,NA,NA,NA,NA
2004,FRC,0.232748408,NA,NA,g,or,gorgp,s,-1.457797203,-0.139157817,-1.548986297,NA,NA,NA,NA,NA,NA
2003,FRC,0.249675565,NA,NA,g,or,gorgp,s,-1.387592944,0.011590568,-1.466165844,NA,NA,NA,NA,NA,NA
2002,FRC,0.211589461,NA,NA,g,or,gorgp,s,-1.553107386,-0.343815718,-1.540547029,NA,NA,NA,NA,NA,NA
2001,FRC,0.186198726,NA,NA,g,or,gorgp,s,-1.680940756,-0.618310091,-1.46957303,NA,NA,NA,NA,NA,NA
2000,FRC,0.308920614,NA,NA,g,or,gorgp,s,-1.174670948,0.46879427,-1.579074386,NA,NA,NA,NA,NA,NA
1999,FRC,0.152344412,NA,NA,g,or,gorgp,s,-1.881611453,-1.04920679,-1.610844446,NA,NA,NA,NA,NA,NA
1998,FRC,0.169271569,NA,NA,g,or,gorgp,s,-1.776250937,-0.822967985,-1.736989925,NA,NA,NA,NA,NA,NA
1997,FRC,0.211589461,NA,NA,g,or,gorgp,s,-1.553107386,-0.343815718,-1.550451329,NA,NA,NA,NA,NA,NA
1996,FRC,0.266602721,NA,NA,g,or,gorgp,s,-1.321995665,0.152446465,-1.426596811,NA,NA,NA,NA,NA,NA
1995,FRC,0.245443775,NA,NA,g,or,gorgp,s,-1.40468738,-0.025116018,-1.500977994,NA,NA,NA,NA,NA,NA
1994,FRC,0.169271569,NA,NA,g,or,gorgp,s,-1.776250937,-0.822967985,-1.652396418,NA,NA,NA,NA,NA,NA
1993,FRC,0.169271569,NA,NA,g,or,gorgp,s,-1.776250937,-0.822967985,-1.708603989,NA,NA,NA,NA,NA,NA
1992,FRC,0.207357672,NA,NA,g,or,gorgp,s,-1.573310093,-0.387196638,-1.579051324,NA,NA,NA,NA,NA,NA
1991,FRC,0.249675565,NA,NA,g,or,gorgp,s,-1.387592944,0.011590568,-1.485247171,NA,NA,NA,NA,NA,NA
1990,FRC,0.224284829,NA,NA,g,or,gorgp,s,-1.494838477,-0.218695901,-1.485247171,NA,NA,NA,NA,NA,NA
1989,FRC,0.207357672,NA,NA,g,or,gorgp,s,-1.573310093,-0.387196638,-1.502642423,NA,NA,NA,NA,NA,NA
1988,FRC,0.236980197,NA,NA,g,or,gorgp,s,-1.439778698,-0.100466995,-1.42952148,NA,NA,NA,NA,NA,NA
1987,FRC,0.279298089,NA,NA,g,or,gorgp,s,-1.275475648,0.252338089,-1.249855979,NA,NA,NA,NA,NA,NA
1986,FRC,0.355470295,NA,NA,g,or,gorgp,s,-1.034313592,0.770181181,-1.066736217,NA,NA,NA,NA,NA,NA
1985,FRC,0.410483555,NA,NA,g,or,gorgp,s,-0.890419412,1.079162653,-0.986348865,NA,NA,NA,NA,NA,NA
1984,FRC,0.355470295,NA,NA,g,or,gorgp,s,-1.034313592,0.770181181,-1.071825374,NA,NA,NA,NA,NA,NA
1983,FRC,0.2750663,NA,NA,g,or,gorgp,s,-1.290743119,0.219554513,-1.286120489,NA,NA,NA,NA,NA,NA
1982,FRC,0.215821251,NA,NA,g,or,gorgp,s,-1.533304756,-0.301293873,-1.323896717,NA,NA,NA,NA,NA,NA
1981,FRC,0.317384192,NA,NA,g,or,gorgp,s,-1.147642277,0.526832465,-1.242412271,NA,NA,NA,NA,NA,NA
1980,FRC,0.351238506,NA,NA,g,or,gorgp,s,-1.046289782,0.744464916,-1.188239295,NA,NA,NA,NA,NA,NA
1979,FRC,0.253907354,NA,NA,g,or,gorgp,s,-1.370785827,0.047680199,-1.172969995,NA,NA,NA,NA,NA,NA
1978,FRC,0.332261033,NA,NA,g,or,gorgp,s,-1.101834375,0.625194976,-1.261583329,NA,NA,NA,NA,NA,NA
1977,FRC,0.269246009,NA,NA,g,or,gorgp,s,-1.312129786,0.173631296,-1.480268448,NA,NA,NA,NA,NA,NA
1976,FRC,0.131751042,NA,NA,g,or,gorgp,s,-2.026841183,-1.361056065,-1.648652767,NA,NA,NA,NA,NA,NA
1975,FRC,0.200490717,NA,NA,g,or,gorgp,s,-1.606987333,-0.45951119,-1.621392993,NA,NA,NA,NA,NA,NA
1974,FRC,0.292190158,NA,NA,g,or,gorgp,s,-1.230350463,0.349234615,-1.369230578,NA,NA,NA,NA,NA,NA
1973,FRC,0.280732242,NA,NA,g,or,gorgp,s,-1.270353939,0.263335845,-1.420560564,NA,NA,NA,NA,NA,NA
1972,FRC,0.171876808,NA,NA,g,or,gorgp,s,-1.760977291,-0.790171152,-1.377687609,NA,NA,NA,NA,NA,NA
1971,FRC,0.332295184,NA,NA,g,or,gorgp,s,-1.101731597,0.625415671,-1.345301849,NA,NA,NA,NA,NA,NA
1970,FRC,0.309376388,NA,NA,g,or,gorgp,s,-1.173196659,0.471959984,-1.195652372,NA,NA,NA,NA,NA,NA
1969,FRC,0.269273184,NA,NA,g,or,gorgp,s,-1.312028861,0.17384801,-1.251859962,NA,NA,NA,NA,NA,NA
1968,FRC,0.280732122,NA,NA,g,or,gorgp,s,-1.270354367,0.263334927,-1.343660066,NA,NA,NA,NA,NA,NA
1967,FRC,0.234899628,NA,NA,g,or,gorgp,s,-1.448596971,-0.119402319,-1.516307045,NA,NA,NA,NA,NA,NA
1966,FRC,0.160418413,NA,NA,g,or,gorgp,s,-1.829969796,-0.938317558,-1.575723925,NA,NA,NA,NA,NA,NA
1965,FRC,0.23489774,NA,NA,g,or,gorgp,s,-1.448605008,-0.119419578,-1.559849409,NA,NA,NA,NA,NA,NA
1964,FRC,0.246357038,NA,NA,g,or,gorgp,s,-1.400973421,-0.017141099,-1.440958926,NA,NA,NA,NA,NA,NA
1963,FRC,0.22916836,NA,NA,g,or,gorgp,s,-1.473298349,-0.172443159,-1.395432324,NA,NA,NA,NA,NA,NA
1962,FRC,0.269274169,NA,NA,g,or,gorgp,s,-1.312025203,0.173855865,-1.351892771,NA,NA,NA,NA,NA,NA
1961,FRC,0.280732011,NA,NA,g,or,gorgp,s,-1.270354762,0.263334078,-1.284245052,NA,NA,NA,NA,NA,NA
1960,FRC,0.280731891,NA,NA,g,or,gorgp,s,-1.27035519,0.26333316,-1.250546736,NA,NA,NA,NA,NA,NA
1959,FRC,0.297920009,NA,NA,g,or,gorgp,s,-1.210930255,0.39093529,-1.318191894,NA,NA,NA,NA,NA,NA
1958,FRC,0.229170219,NA,NA,g,or,gorgp,s,-1.473290237,-0.17242574,-1.402937204,NA,NA,NA,NA,NA,NA
1957,FRC,0.217710056,NA,NA,g,or,gorgp,s,-1.52459112,-0.282583234,-1.436636342,NA,NA,NA,NA,NA,NA
1956,FRC,0.269273505,NA,NA,g,or,gorgp,s,-1.312027669,0.17385057,-1.390050982,NA,NA,NA,NA,NA,NA
1955,FRC,0.263544207,NA,NA,g,or,gorgp,s,-1.333534157,0.127670062,-1.298571399,NA,NA,NA,NA,NA,NA
1954,FRC,0.286461145,NA,NA,g,or,gorgp,s,-1.250152372,0.30671432,-1.258522879,NA,NA,NA,NA,NA,NA
1953,FRC,0.303649225,NA,NA,g,or,gorgp,s,-1.191882109,0.431837042,-1.230728909,NA,NA,NA,NA,NA,NA
1952,FRC,0.286461181,NA,NA,g,or,gorgp,s,-1.250152246,0.30671459,-1.198958809,NA,NA,NA,NA,NA,NA
1951,FRC,0.315107297,NA,NA,g,or,gorgp,s,-1.154842073,0.511372468,-1.198958557,NA,NA,NA,NA,NA,NA
1950,FRC,0.303649455,NA,NA,g,or,gorgp,s,-1.191881351,0.431838669,-1.149485967,NA,NA,NA,NA,NA,NA
1949,FRC,0.332294227,NA,NA,g,or,gorgp,s,-1.101734477,0.625409487,-1.231530598,NA,NA,NA,NA,NA,NA
1948,FRC,0.246356411,NA,NA,g,or,gorgp,s,-1.400975966,-0.017146564,-1.34243174,NA,NA,NA,NA,NA,NA
1947,FRC,0.217711437,NA,NA,g,or,gorgp,s,-1.524584777,-0.282569613,-1.398636578,NA,NA,NA,NA,NA,NA
1946,FRC,0.280733631,NA,NA,g,or,gorgp,s,-1.270348992,0.263346469,-1.348360762,NA,NA,NA,NA,NA,NA
1945,FRC,0.286462249,NA,NA,g,or,gorgp,s,-1.250148518,0.306722596,-1.179845058,NA,NA,NA,NA,NA,NA
1944,FRC,0.36094212,NA,NA,g,or,gorgp,s,-1.019037666,0.802982911,-1.123637366,NA,NA,NA,NA,NA,NA
1943,FRC,0.332297072,NA,NA,g,or,gorgp,s,-1.101725915,0.625427871,-1.137246236,NA,NA,NA,NA,NA,NA
1942,FRC,0.27500249,NA,NA,g,or,gorgp,s,-1.290975127,0.219056327,-1.297104316,NA,NA,NA,NA,NA,NA
1941,FRC,0.223440101,NA,NA,g,or,gorgp,s,-1.498611905,-0.226798518,-1.360185677,NA,NA,NA,NA,NA,NA
1940,FRC,0.2750039,NA,NA,g,or,gorgp,s,-1.29097,0.219067337,-1.394790952,NA,NA,NA,NA,NA,NA
2011,FRD,0.233583971,NA,NA,g,or,gorgp,s,-1.454213648,0.243428086,-1.382663225,NA,NA,NA,NA,NA,NA
2010,FRD,0.269519967,NA,NA,g,or,gorgp,s,-1.311112802,0.520645112,-1.462198062,NA,NA,NA,NA,NA,NA
2009,FRD,0.197647975,NA,NA,g,or,gorgp,s,-1.621267735,-0.080191507,-1.39298494,NA,NA,NA,NA,NA,NA
2008,FRD,0.287487964,NA,NA,g,or,gorgp,s,-1.246574284,0.645670063,-1.39298494,NA,NA,NA,NA,NA,NA
2007,FRD,0.269519967,NA,NA,g,or,gorgp,s,-1.311112802,0.520645112,-1.304754089,NA,NA,NA,NA,NA,NA
2006,FRD,0.257541301,NA,NA,g,or,gorgp,s,-1.35657518,0.432574738,-1.35729707,NA,NA,NA,NA,NA,NA
2005,FRD,0.245562636,NA,NA,g,or,gorgp,s,-1.404203228,0.340308994,-1.515449729,NA,NA,NA,NA,NA,NA
2004,FRD,0.167701313,NA,NA,g,or,gorgp,s,-1.785570781,-0.398481743,-1.658448263,NA,NA,NA,NA,NA,NA
2003,FRD,0.167701313,NA,NA,g,or,gorgp,s,-1.785570781,-0.398481743,-1.585697074,NA,NA,NA,NA,NA,NA
2002,FRD,0.305455962,NA,NA,g,or,gorgp,s,-1.185949661,0.763112958,-1.406031575,NA,NA,NA,NA,NA,NA
2001,FRD,0.287487964,NA,NA,g,or,gorgp,s,-1.246574284,0.645670063,-1.351263893,NA,NA,NA,NA,NA,NA
2000,FRD,0.197647975,NA,NA,g,or,gorgp,s,-1.621267735,-0.080191507,-1.517210036,NA,NA,NA,NA,NA,NA
1999,FRD,0.18566931,NA,NA,g,or,gorgp,s,-1.683788091,-0.201306844,-1.673877912,NA,NA,NA,NA,NA,NA
1998,FRD,0.179679978,NA,NA,g,or,gorgp,s,-1.71657791,-0.264827757,-1.694718031,NA,NA,NA,NA,NA,NA
1997,FRD,0.18566931,NA,NA,g,or,gorgp,s,-1.683788091,-0.201306844,-1.684135131,NA,NA,NA,NA,NA,NA
1996,FRD,0.191658643,NA,NA,g,or,gorgp,s,-1.65203939,-0.139802803,-1.652365072,NA,NA,NA,NA,NA,NA
1995,FRD,0.197647975,NA,NA,g,or,gorgp,s,-1.621267735,-0.080191507,-1.559170118,NA,NA,NA,NA,NA,NA
1994,FRD,0.245562636,NA,NA,g,or,gorgp,s,-1.404203228,0.340308994,-1.372631522,NA,NA,NA,NA,NA,NA
1993,FRD,0.335402625,NA,NA,g,or,gorgp,s,-1.092423603,0.94429299,-1.334494737,NA,NA,NA,NA,NA,NA
1992,FRD,0.221605306,NA,NA,g,or,gorgp,s,-1.50685738,0.141445886,-1.255270853,NA,NA,NA,NA,NA,NA
1991,FRD,0.311445295,NA,NA,g,or,gorgp,s,-1.166531574,0.800729958,-1.367428264,NA,NA,NA,NA,NA,NA
1990,FRD,0.239573304,NA,NA,g,or,gorgp,s,-1.428895838,0.292474113,-1.426405168,NA,NA,NA,NA,NA,NA
1989,FRD,0.18566931,NA,NA,g,or,gorgp,s,-1.683788091,-0.201306844,-1.413825059,NA,NA,NA,NA,NA,NA
1988,FRD,0.32342396,NA,NA,g,or,gorgp,s,-1.128791247,0.873841065,-1.521019601,NA,NA,NA,NA,NA,NA
1987,FRD,0.173690645,NA,NA,g,or,gorgp,s,-1.750479464,-0.330502337,-1.543250059,NA,NA,NA,NA,NA,NA
1986,FRD,0.173690645,NA,NA,g,or,gorgp,s,-1.750479464,-0.330502337,-1.827746668,NA,NA,NA,NA,NA,NA
1985,FRD,0.13775465,NA,NA,g,or,gorgp,s,-1.982281075,-0.779551768,-1.890827335,NA,NA,NA,NA,NA,NA
1984,FRD,0.143743982,NA,NA,g,or,gorgp,s,-1.939721465,-0.697104676,-1.83780577,NA,NA,NA,NA,NA,NA
1983,FRD,0.203637308,NA,NA,g,or,gorgp,s,-1.591414769,-0.022359911,-1.919513255,NA,NA,NA,NA,NA,NA
1982,FRD,0.107807987,NA,NA,g,or,gorgp,s,-2.227403532,-1.254406537,-1.868129694,NA,NA,NA,NA,NA,NA
1981,FRD,0.167701313,NA,NA,g,or,gorgp,s,-1.785570781,-0.398481743,-1.858467181,NA,NA,NA,NA,NA,NA
1980,FRD,0.209626641,NA,NA,g,or,gorgp,s,-1.562427231,0.033795168,-1.666679134,NA,NA,NA,NA,NA,NA
1979,FRD,0.191658643,NA,NA,g,or,gorgp,s,-1.65203939,-0.139802803,-1.632751571,NA,NA,NA,NA,NA,NA
1978,FRD,0.18566931,NA,NA,g,or,gorgp,s,-1.683788091,-0.201306844,-1.596680376,NA,NA,NA,NA,NA,NA
1977,FRD,0.233583971,NA,NA,g,or,gorgp,s,-1.454213648,0.243428086,-1.475711879,NA,NA,NA,NA,NA,NA
1976,FRD,0.275509299,NA,NA,g,or,gorgp,s,-1.289133898,0.563222964,-1.399187064,NA,NA,NA,NA,NA,NA
1975,FRD,0.233583971,NA,NA,g,or,gorgp,s,-1.454213648,0.243428086,-1.465128979,NA,NA,NA,NA,NA,NA
1974,FRD,0.191658643,NA,NA,g,or,gorgp,s,-1.65203939,-0.139802803,-1.511716292,NA,NA,NA,NA,NA,NA
1973,FRD,0.239573304,NA,NA,g,or,gorgp,s,-1.428895838,0.292474113,-1.495046152,NA,NA,NA,NA,NA,NA
1972,FRD,0.245562636,NA,NA,g,or,gorgp,s,-1.404203228,0.340308994,-1.484788933,NA,NA,NA,NA,NA,NA
1971,FRD,0.197647975,NA,NA,g,or,gorgp,s,-1.621267735,-0.080191507,-1.431032885,NA,NA,NA,NA,NA,NA
1970,FRD,0.281498632,NA,NA,g,or,gorgp,s,-1.267627691,0.604885098,-1.351809,NA,NA,NA,NA,NA,NA
1969,FRD,0.311445295,NA,NA,g,or,gorgp,s,-1.166531574,0.800729958,-1.248424023,NA,NA,NA,NA,NA,NA
1968,FRD,0.269519967,NA,NA,g,or,gorgp,s,-1.311112802,0.520645112,-1.346690536,NA,NA,NA,NA,NA,NA
1967,FRD,0.209626641,NA,NA,g,or,gorgp,s,-1.562427231,0.033795168,-1.577739597,NA,NA,NA,NA,NA,NA
1966,FRD,0.155722647,NA,NA,g,or,gorgp,s,-1.859678758,-0.542044788,-1.760594915,NA,NA,NA,NA,NA,NA
1965,FRD,0.155722647,NA,NA,g,or,gorgp,s,-1.859678758,-0.542044788,-1.823278993,NA,NA,NA,NA,NA,NA
1964,FRD,0.173690645,NA,NA,g,or,gorgp,s,-1.750479464,-0.330502337,-1.810698883,NA,NA,NA,NA,NA,NA
1963,FRD,0.16171198,NA,NA,g,or,gorgp,s,-1.821938427,-0.468933673,-1.785996224,NA,NA,NA,NA,NA,NA
1962,FRD,0.167701313,NA,NA,g,or,gorgp,s,-1.785570781,-0.398481743,-1.863263428,NA,NA,NA,NA,NA,NA
1961,FRD,0.13775465,NA,NA,g,or,gorgp,s,-1.982281075,-0.779551768,-1.839445239,NA,NA,NA,NA,NA,NA
1960,FRD,0.173689881,NA,NA,g,or,gorgp,s,-1.750483863,-0.330510859,-1.919834138,NA,NA,NA,NA,NA,NA
1959,FRD,0.131764706,NA,NA,g,or,gorgp,s,-2.026737477,-0.865673354,-1.905649559,NA,NA,NA,NA,NA,NA
1958,FRD,0.143743138,NA,NA,g,or,gorgp,s,-1.939727336,-0.69711605,-1.815552547,NA,NA,NA,NA,NA,NA
1957,FRD,0.227593798,NA,NA,g,or,gorgp,s,-1.480192827,0.193100845,-1.709960081,NA,NA,NA,NA,NA,NA
2011,FRE,0.234124565,NA,NA,g,or,gorgp,s,-1.451901976,-0.344935437,-1.436028056,NA,NA,NA,NA,NA,NA
2010,FRE,0.241676763,NA,NA,g,or,gorgp,s,-1.420154136,-0.285438567,-1.340101555,NA,NA,NA,NA,NA,NA
2009,FRE,0.317191828,NA,NA,g,or,gorgp,s,-1.148248552,0.224124632,-1.398738877,NA,NA,NA,NA,NA,NA
2008,FRE,0.196358356,NA,NA,g,or,gorgp,s,-1.627813942,-0.674602313,-1.420258148,NA,NA,NA,NA,NA,NA
2007,FRE,0.226567594,NA,NA,g,or,gorgp,s,-1.48471195,-0.406422793,-1.481028319,NA,NA,NA,NA,NA,NA
2006,FRE,0.264329443,NA,NA,g,or,gorgp,s,-1.330559064,-0.117533403,-1.377213343,NA,NA,NA,NA,NA,NA
2005,FRE,0.268107029,NA,NA,g,or,gorgp,s,-1.316369016,-0.090940621,-1.311839067,NA,NA,NA,NA,NA,NA
