frag,survivedtoend,endtank,treat,normtankpa,pabwrec1,pabwrec2,pabwrec3,normtankt0,t0bwrec1,t0bwrec2,t0bwrec3,normtankt1,t1bwrec1,t1bwrec2,t1bwrec3,normtankt2,t2bwrec1,t2bwrec2,t2bwrec3,normtankt3,t3bwrec1,t3bwrec2,t3bwrec3,pasastan1,pasastan2,pasastan3,pasarec1,pasarec2,pasarec3,t0sastan1,t0sastan2,t0sastan3,t0sarec1,t0sarec2,t0sarec3,t1sastan1,t1sastan2,t1sastan3,t1sarec1,t1sarec2,t1sarec3,t2sastan1,t2sastan2,t2sastan3,t2sarec1,t2sarec2,t2sarec3,t3sastan1,t3sastan2,t3sastan3,t3sarec1,t3sarec2,t3sarec3,blastvol,blaster,hprotplate,hprot1,hprot2,hprot3,hcarbplate,hcarb1,hcarb2,hcarb3,scarbplate,scarb1,scarb2,scarb3,chl630_1,chl630_2,chl630_3,chl663_1,chl663_2,chl663_3,symcount1,symcount2,symcount3,symmit1,symmit2,symmit3,papamrec1,papamrec2,papamrec3,t0pamrec1,t0pamrec2,t0pamrec3,t1pamrec1,t1pamrec2,t1pamrec3,t2pamrec1,t2pamrec2,t2pamrec3,t3pamrec1,t3pamrec2,t3pamrec3,t4pamrec1,t4pamrec2,t4pamrec3,t5pamrec1,t5pamrec2,t5pamrec3,t6pamrec1,t6pamrec2,t6pamrec3,t7pamrec1,t7pamrec2,t7pamrec3,t8pamrec1,t8pamrec2,t8pamrec3,t9pamrec1,t9pamrec2,t9pamrec3
O2C5,yes,5_1,5,5_1,19.203,19.199,19.199,5_1,19.266,19.262,19.262,5_1,19.422,19.422,19.42,5_1,19.726,19.726,19.725,5_1,20.328,20.325,20.324,289504,290466,298088,1247546,1248949,1252348,304710,304982,302706,1266157,1271566,1274928,312276,309174,311609,1342532,1341849,1343241,290548,290266,293224,1342467,1346517,1353895,318296,317463,319622,1348605,1362372,1355385,14,Lauren,O3,0.218,0.206,0.206,O12,0.554,0.567,0.381,NA,NA,NA,NA,0.104,0.111,0.111,0.259,0.27,0.274,76,129,67,0,0,0,0.647,0.609,0.608,0.534,0.544,0.535,0.531,0.529,0.538,0.525,0.511,0.54,0.523,0.531,0.533,0.523,0.532,0.489,0.502,0.489,0.506,0.524,0.49,0.499,0.531,0.514,0.533,0.522,0.506,0.513,0.535,0.527,0.523
O3A5,no,5_1,5,5_1,21.861,21.859,21.869,5_1,21.963,21.963,21.964,5_1,22.217,22.217,22.218,NA,NA,NA,NA,NA,NA,NA,NA,299079,299038,297920,1337946,1328750,1329680,302514,298675,300870,1380407,1379549,1379629,309297,309890,312207,860921,862514,862514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.65,0.647,0.632,0.602,0.573,0.591,0.536,0.523,0.529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O3B5,yes,5_1,5,5_1,17.162,17.161,17.162,5_1,17.398,17.397,17.398,5_1,17.737,17.743,17.744,5_1,18.096,18.098,18.099,5_1,18.85,18.849,18.541,302459,304151,301385,1357016,1357645,1358521,303506,306587,305522,1426236,1425861,1425269,304835,302949,304032,1435212,1434652,1444341,306053,301456,302212,1479503,1474385,1474972,324504,320001,322280,1545787,1550016,1550265,14,Joyce,O3,0.305,0.299,0.283,O12,0.643,0.505,0.44,NA,NA,NA,NA,0.121,0.138,0.168,0.255,0.298,0.326,67,160,147,0,0,1,0.65,0.638,0.615,0.625,0.583,0.534,0.552,0.528,0.528,0.566,0.556,0.549,0.542,0.548,0.526,0.607,0.568,0.59,0.597,0.585,0.539,0.575,0.559,0.537,0.595,0.593,0.586,0.588,0.569,0.56,0.583,0.64,0.589
O3C5,no,5_1,5,5_1,19.708,19.701,19.698,5_1,19.773,19.772,19.772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,292658,294816,297888,1356414,1354044,1353753,302789,303908,302212,1390711,1398888,1385702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.612,0.606,0.621,0.592,0.524,0.518,0.494,0.484,0.526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O4A5,yes,5_1,5,5_1,19.829,19.83,19.829,5_1,19.958,19.958,19.956,5_1,20.047,20.049,20.044,5_1,19.981,19.984,19.981,5_1,20.006,20.01,20.009,301304,302417,299072,1214251,1218560,1213632,304957,306052,306325,1271167,1270738,1270441,306657,300087,297866,1274548,1271238,1271985,307674,307684,307453,618868,618289,617510,322544,321770,320072,658442,649119,652624,10,Joyce,D2,0.183,0.085,0.115,O13,0.325,0.258,0.237,NA,NA,NA,NA,0.082,0.091,0.093,0.167,0.189,0.191,94,118,97,0,0,0,0.672,0.662,0.663,0.556,0.525,0.56,0.539,0.55,0.517,0.507,0.515,0.557,0.518,0.559,0.52,0.51,0.529,0.515,0.484,0.487,0.527,0.438,0.476,0.484,0.473,0.456,0.481,0.51,0.52,NA,0.555,0.574,0.521
O4B5,no,5_1,5,5_1,14.63,14.632,14.633,5_1,14.722,14.726,14.722,5_1,14.893,14.893,14.893,NA,NA,NA,NA,NA,NA,NA,NA,299170,299680,300252,1248937,1258920,1252868,304111,303825,304693,1259735,1264452,1259961,311680,312797,308559,1271557,1269874,1265292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.643,0.63,0.647,0.617,0.617,0.618,0.556,0.543,0.542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O4C5,yes,5_1,5,5_1,27.761,27.761,27.76,5_1,28.012,28.009,28.008,5_1,28.409,28.409,28.408,5_1,29.013,29.014,29.013,5_1,30.163,30.161,30.157,294687,290320,293600,1745960,1747769,1744457,301963,304462,302815,1787185,1779798,1793514,308556,307168,306495,1826737,1831060,1834027,299442,300322,302284,1832852,1833995,1830940,320931,320597,321150,1955895,1948433,1954717,22,Darren,D8,0.255,0.286,0.279,O13,0.376,0.444,0.322,NA,NA,NA,NA,0.084,0.107,0.111,0.284,0.325,0.326,84,50,82,0,0,0,0.641,0.649,0.643,0.588,0.613,0.591,0.532,0.53,0.523,0.526,0.55,0.549,0.607,0.555,0.546,0.51,0.515,0.482,0.513,0.49,0.532,0.548,0.52,0.509,0.56,0.595,0.556,0.577,0.557,0.554,0.529,0.573,0.555
I2D5,yes,5_2,5,5_2,28.357,28.356,28.351,5_2,28.456,28.456,28.452,5_2,28.706,28.707,28.7,5_2,29.019,29.021,29.018,5_2,29.42,29.417,29.419,299445,301325,298324,1327045,1320185,1324010,304136,304694,304420,1328401,1335090,1344692,307251,307860,308083,1368292,1353739,1351936,300555,298978,299145,1361500,1360043,1361212,318079,322884,320337,1405144,1408145,1408985,15,Lauren,O3,0.103,0.127,0.1,O13,0.236,0.281,0.344,NA,NA,NA,NA,0.117,0.115,0.122,0.272,0.274,0.28,149,163,189,1,0,0,0.556,0.54,0.563,0.551,0.62,0.519,0.534,0.461,0.465,0.581,0.419,0.397,0.548,0.535,0.557,0.514,0.56,0.541,0.617,0.562,0.563,0.539,0.536,0.537,0.528,0.548,0.55,0.466,0.444,0.476,0.547,0.577,0.568
I2E5,yes,5_2,5,5_2,17.01,17.006,17.006,5_2,17.058,17.06,17.06,5_2,17.176,17.173,17.17,5_2,17.385,17.382,17.381,5_2,17.745,17.743,17.746,301914,299722,301370,1096389,1094959,1098648,301597,302180,304096,1293967,1291108,1294385,311080,311947,309984,1074589,1078491,1077761,306928,305883,306721,1100151,1101729,1099372,319830,320384,320350,1158296,1155666,1157248,16,Darren,O3,0.161,0.137,0.133,O13,0.189,0.335,0.334,NA,NA,NA,NA,0.105,0.105,0.106,0.239,0.238,0.238,33,24,46,1,0,0,0.611,0.602,0.598,0.551,0.633,0.6,0.515,0.531,0.573,0.546,0.561,0.536,0.556,0.563,0.57,0.566,0.558,0.557,0.551,0.564,0.541,0.579,0.554,0.591,0.56,0.552,0.566,0.568,0.575,0.557,0.564,0.562,0.561
I2F5,yes,5_2,5,5_2,17.901,17.914,17.9,5_2,17.974,17.975,17.969,5_2,18.091,18.09,18.087,5_2,18.176,18.17,18.167,5_2,18.339,18.339,18.339,303008,302181,301380,1236874,1237211,1235711,307436,304382,306873,1258268,1256070,1251421,310646,310782,310549,1244942,1249906,1247732,299023,297906,298174,1247027,1245046,1245468,321517,320026,322062,1271701,1267991,1273953,18,Darren,D5,0.084,0.082,0.088,O13,0.183,0.215,0.185,NA,NA,NA,NA,0.151,0.176,0.171,0.162,0.188,0.183,87,53,77,0,1,0,0.551,0.572,0.573,0.559,0.557,0.537,0.5,0.424,0.486,0.46,0.486,0.485,0.473,0.466,0.435,0.429,0.422,0.411,0.525,0.482,0.477,0.435,0.405,0.396,0.397,0.388,0.399,0.433,0.483,0.466,0.5,0.53,0.536
I3E5,yes,5_2,5,5_2,20.35,20.348,20.347,5_2,20.521,20.526,20.522,5_2,20.881,20.885,20.882,5_2,21.319,21.318,21.318,5_2,21.98,21.982,21.982,299688,299680,300211,1300898,1298783,1302231,304052,301356,304612,1292681,1296447,1297569,306920,306388,305727,1369509,1369230,1369122,304486,302550,306392,1361039,1358544,1360060,322344,322643,319856,1429582,1432052,1428558,NA,NA,O3,0.216,0.222,0.251,O13,0.367,0.407,0.412,NA,NA,NA,NA,0.073,0.095,0.094,0.189,0.225,0.223,NA,NA,NA,NA,NA,NA,0.582,0.585,0.56,0.531,0.555,0.542,0.528,0.505,0.584,0.501,0.504,0.492,0.52,0.524,0.503,0.554,0.557,0.523,0.577,0.563,0.565,0.523,0.535,0.506,0.537,0.55,0.519,0.525,0.52,0.528,0.524,0.529,0.541
I3F5,yes,5_2,5,5_2,20.138,20.131,20.135,5_2,20.339,20.34,20.341,5_2,20.834,20.84,20.838,5_2,21.323,21.325,21.323,5_2,22.156,22.161,22.159,298659,300263,300847,1180906,1183630,1183633,305763,305488,304941,1259521,1258101,1258990,306572,303055,303585,1284935,1285459,1284957,303865,305264,305522,1331878,1336451,1327561,324255,323101,322849,1407046,1405648,1409840,NA,Olivia,O3,0.259,0.231,0.243,O13,0.517,0.498,0.5,NA,NA,NA,NA,0.107,0.107,0.105,0.231,0.236,0.231,282,204,218,0,0,0,0.597,0.616,0.598,0.563,0.644,0.632,0.5,0.538,0.597,0.51,0.54,0.537,0.616,0.624,0.591,0.621,0.607,0.594,0.602,0.611,0.627,0.638,0.639,0.614,0.588,0.602,0.601,0.572,0.6,0.585,0.594,0.569,0.556
I4D3,yes,5_2,5,NA,NA,NA,NA,1_2,21.874,21.877,21.873,1_2,21.776,21.78,21.78,5_2,21.706,21.705,21.703,5_2,21.542,21.541,21.542,NA,NA,NA,NA,NA,NA,293530,296766,295746,1157205,1153038,1151413,303932,303648,303155,860255,860853,862587,297088,296523,296784,400901,403103,406475,314222,311680,309077,333777,345903,347639,13,Katherine,D3,0.075,0.049,0.045,O13,0.289,0.242,0.294,NA,NA,NA,NA,0.065,0.071,0.073,0.124,0.135,0.14,26,28,36,0,0,0,NA,NA,NA,0.534,0.506,0.614,0.407,0.418,0.46,0.561,0.568,0.548,0.472,0.505,0.473,0.484,0.48,0.527,0.581,0.568,0.547,0.558,0.566,0.587,0.415,0.427,0.402,0.475,0.417,0.489,0.517,0.596,0.567
I4E5,no,5_2,5,5_2,17.453,17.452,17.454,5_2,17.496,17.491,17.493,5_2,17.443,17.443,17.444,NA,NA,NA,NA,5_2,NA,NA,NA,290473,290474,292347,993897,992871,991093,303864,304699,304982,1005073,1006826,1006477,307975,306860,306557,748927,755736,757330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.614,0.611,0.615,0.55,0.612,0.547,0.507,0.548,0.493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I4F5,yes,5_2,5,5_2,19.244,19.241,19.243,5_2,19.288,19.286,19.284,5_2,19.377,19.376,19.375,5_2,19.62,19.619,19.619,5_2,20.135,20.138,20.132,292414,289399,289942,1197249,1195277,1195935,306600,305499,305769,1240662,1235049,1242992,307739,308222,306588,1249996,1249144,1246183,303574,304114,306374,1229811,1234461,1229553,322242,319645,321955,1316711,1318306,1316233,9,Joyce,D2,0.268,0.29,0.239,O13,0.376,0.42,0.356,NA,NA,NA,NA,0.057,0.059,0.06,0.093,0.1,0.101,59,19,65,0,0,0,0.552,0.55,0.579,0.51,0.495,0.519,0.561,0.533,0.519,0.491,0.512,0.499,0.541,0.553,0.543,0.554,0.549,0.567,0.535,0.576,0.591,0.552,0.556,0.54,0.565,0.562,0.579,0.55,0.547,0.562,0.556,0.534,0.56
O2D5,no,5_2,5,5_2,17.9,17.9,17.897,5_2,18.049,18.051,18.049,5_2,18.373,18.371,18.371,NA,NA,NA,NA,NA,NA,NA,NA,302397,302684,301050,1323304,1319680,1322612,305781,301883,305479,1341372,1342004,1342517,307228,307682,307388,1366342,1362118,1363293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.654,0.635,0.623,0.571,0.593,0.594,0.581,0.55,0.585,0.574,0.599,0.595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O2E5,yes,5_2,5,5_2,25.399,25.399,25.399,5_2,25.483,25.477,25.479,5_2,25.647,25.647,25.647,5_2,25.951,25.951,25.951,5_2,26.797,26.796,26.793,299974,296905,299404,1461459,1462041,1459190,307713,307437,309095,1531664,1530285,1524104,304092,303545,303550,1514707,1514737,1514408,295905,296481,296504,1483732,1473261,1476412,322624,320159,323200,1619193,1618721,1620837,15,Andrea,D1,0.358,0.352,0.339,O13,0.591,0.636,0.629,NA,NA,NA,NA,0.135,0.148,0.15,0.329,0.365,0.37,112,123,175,2,0,0,0.644,0.658,0.653,0.56,0.541,0.543,0.545,0.551,0.567,0.628,0.622,0.605,0.622,0.629,0.651,0.58,0.587,0.621,0.596,0.627,0.605,0.614,0.64,0.595,0.596,0.583,0.608,0.519,0.519,0.491,0.599,0.611,0.608
O2F5,yes,5_2,5,5_2,17.719,17.719,17.719,5_2,17.908,17.905,17.904,5_2,18.221,18.208,18.207,5_2,18.549,18.544,18.547,5_2,19.288,19.29,19.285,293447,288323,292063,1092426,1092686,1092488,302989,304136,304384,1141982,1146835,1143599,308518,307970,307120,1173682,1164753,1171686,309367,306311,307986,1171647,1168492,1168386,319820,321788,319230,1316983,1316447,1316569,19,Katherine,D3,0.128,0.149,0.136,O13,0.158,0.296,0.104,NA,NA,NA,NA,0.029,0.038,0.036,0.106,0.122,0.12,86,53,93,0,0,0,0.625,0.626,0.625,0.549,0.558,0.548,0.513,0.49,0.648,0.495,0.501,0.477,0.526,0.568,0.559,0.529,0.509,0.497,0.562,0.558,0.511,0.556,0.558,0.578,0.518,0.533,0.548,0.545,0.511,0.543,0.548,0.522,0.598
O3D5,no,5_2,5,5_2,17.248,17.249,17.247,5_2,17.314,17.31,17.314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,303791,302433,302701,1429939,1432291,1434169,305191,303298,302464,1483632,1480102,1476650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,0.592,0.605,0.566,0.521,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O3E5,yes,5_2,5,5_2,11.66,11.659,11.659,5_2,11.783,11.781,11.78,5_2,12.089,12.093,12.088,5_2,12.378,12.378,12.382,5_2,12.841,12.844,12.844,294539,293482,291516,1076117,1076130,1075507,303849,302733,302985,1112241,1107638,1111104,308846,308897,307780,1108990,1110367,1110364,308832,310197,309794,1130316,1124651,1123036,321840,321803,322893,1213771,1213633,1214788,16,Darren,D5,0.148,0.124,0.164,O13,0.224,0.23,0.252,NA,NA,NA,NA,0.127,0.143,0.148,0.136,0.153,0.158,81,40,100,0,0,0,0.563,0.553,0.56,0.485,0.471,0.462,0.41,0.356,0.459,0.538,0.499,0.503,0.468,0.47,0.503,0.482,0.492,0.492,0.525,0.505,0.483,0.485,0.487,0.499,0.525,0.496,0.509,0.554,0.542,0.52,0.522,0.498,0.486
O3F5,yes,5_2,5,5_2,19.975,19.972,19.974,5_2,20.133,20.131,20.129,5_2,24.358,24.355,24.356,5_2,20.623,20.618,20.616,5_2,20.982,20.979,20.981,292340,290204,290998,1242248,1243670,1246156,306322,305235,305495,1303442,1303991,1299547,307715,306312,307970,1284061,1279635,1288838,306828,304735,307375,1323356,1331079,1329605,323964,325184,324286,1322932,1323395,1317416,15,Lauren,D8,0.18,0.219,0.222,O13,0.226,0.217,0.232,NA,NA,NA,NA,0.007,0.036,0.036,0.056,0.09,0.091,39,47,48,1,0,1,0.613,0.601,0.609,0.563,0.533,0.519,0.372,0.368,0.395,0.533,0.476,0.475,0.425,0.387,0.355,0.341,0.399,0.45,0.344,0.323,0.303,0.473,0.485,0.445,0.373,0.429,0.376,0.431,0.461,0.441,0.443,0.486,0.521
O4D5,yes,5_2,5,5_2,18.319,18.318,18.315,5_2,18.488,18.488,18.487,5_2,18.879,18.874,18.875,5_2,19.361,19.363,19.359,5_2,20.175,20.177,20.176,294034,291562,292351,1261809,1260128,1261299,304663,303552,304392,1299848,1305790,1297102,305657,305889,305087,1294636,1302178,1303142,296238,293447,296430,1300174,1299150,1298615,326324,324605,321237,1411071,1417367,1414307,15,Joyce,D2,0.176,0.19,0.168,O13,0.329,0.371,0.367,NA,NA,NA,NA,0.07,0.077,0.081,0.119,0.131,0.138,80,67,75,0,0,0,0.636,0.622,0.655,0.594,0.622,0.618,0.529,0.584,0.522,0.535,0.503,0.484,0.597,0.54,0.521,0.526,0.523,0.526,0.571,0.59,0.548,0.547,0.563,0.54,0.556,0.538,0.537,0.547,0.542,0.536,0.558,0.561,0.559
O4E5,yes,5_2,5,5_2,17.83,17.83,17.827,5_2,17.915,17.914,17.914,5_2,18.156,18.163,18.156,5_2,18.609,18.607,18.61,5_2,19.444,19.439,19.435,290776,291256,291553,1127680,1123510,1124785,304934,305470,306047,1205781,1210254,1203294,308789,306044,306598,1184182,1195647,1194363,288210,290150,288874,1158869,1154035,1147604,319096,321373,321074,1312061,1319565,1319873,19,Joyce,O5,0.134,0.163,0.131,O13,0.39,0.495,0.424,NA,NA,NA,NA,0.126,0.147,0.132,0.26,0.297,0.283,159,137,150,0,0,0,0.606,0.592,0.63,0.567,0.58,0.576,0.548,0.538,0.525,0.632,0.618,0.618,0.599,0.59,0.596,0.608,0.577,0.584,0.593,0.585,0.584,0.607,0.598,0.59,0.62,0.586,0.591,0.577,0.612,0.577,0.598,0.607,0.581
O4F5,yes,5_2,5,5_2,25.254,25.253,25.252,5_2,25.437,25.435,25.431,5_2,25.796,25.798,25.8,5_2,26.374,26.374,26.372,5_2,27.281,27.282,27.283,301913,301630,301633,1430161,1433079,1430101,304078,305205,302426,1534676,1545522,1554244,304752,306392,306499,1548146,1553952,1547495,307715,303351,3308499,1649363,1645104,1648119,319656,318534,322810,1648152,1644297,1642540,19,Darren,D8,0.228,0.27,0.25,O13,0.476,0.45,0.454,NA,NA,NA,NA,0.026,0.034,0.047,0.09,0.105,0.122,83,31,73,0,0,0,0.6,0.607,0.603,0.468,0.539,0.56,0.593,0.526,0.532,0.532,0.55,0.535,0.531,0.53,0.544,0.559,0.554,0.563,0.59,0.538,0.541,0.574,0.542,0.571,0.568,0.592,0.541,0.577,0.562,0.588,0.555,0.569,0.563
I2H5,no,5_3,5,5_3,28.331,28.286,28.331,5_3,28.438,28.438,28.44,5_3,28.672,28.668,28.67,NA,NA,NA,NA,NA,NA,NA,NA,296692,296495,296193,1534939,1530229,1533642,306355,305587,305282,988206,989614,989848,305794,304941,307440,1595728,1607031,1612204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.471,0.461,0.473,0.441,0.506,0.483,0.4,0.403,0.373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I2I5,yes,5_3,5,5_3,22.302,22.304,22.299,5_3,22.106,22.105,22.101,5_3,21.877,21.879,21.891,5_3,21.728,21.729,21.728,5_3,21.988,21.99,21.985,289440,288912,287518,1375565,1373192,1371408,306080,304668,304970,1409733,1404973,1409073,307986,310220,311893,1367041,1362885,1361337,303081,303641,303641,1305158,1305182,1304229,320933,320083,320928,1340973,1336011,1335754,17,Andrea,D5,0.092,0.123,0.095,O14,0.282,0.365,0.653,NA,NA,NA,NA,0.076,0.084,0.09,0.145,0.165,0.171,85,92,103,0,0,0,0.563,0.55,0.531,0.443,0.494,0.553,0.544,0.515,0.475,0.515,0.524,0.511,0.508,0.545,0.533,0.504,0.509,0.516,0.516,0.512,0.541,0.528,0.527,0.528,0.527,0.543,0.52,0.532,0.512,0.539,0.568,0.524,0.533
I3G5,yes,5_3,5,5_3,11.176,11.178,11.175,5_3,11.312,11.311,11.311,5_3,11.472,11.468,11.474,5_3,11.795,11.795,11.797,5_3,12.394,12.398,12.394,294261,293452,293748,1176364,1173939,1174884,307434,305493,304940,1204842,1201656,1199947,310123,310722,307124,1199563,1197661,1203720,305027,304971,304146,1168709,1169706,1170081,329003,317224,321722,1271800,1269942,1267521,ERROR,ERROR,D1,0.161,0.178,0.183,O14,0.312,0.28,0.265,NA,NA,NA,NA,0.149,0.162,0.168,0.16,0.175,0.18,143,159,88,0,0,0,0.555,0.535,0.544,0.539,0.522,0.537,0.471,0.42,0.563,0.506,0.527,0.523,0.455,0.423,0.459,0.498,0.485,0.468,0.476,0.467,0.505,0.538,0.538,0.506,0.528,0.519,0.542,0.542,0.516,0.55,0.532,0.568,0.541
I3H1,yes,5_3,5,1_3,16.227,16.227,16.228,1_3,16.356,16.355,16.353,1_3,16.376,16.379,16.381,5_3,16.338,16.339,16.338,5_3,16.447,16.447,16.447,300532,299176,300270,1013957,1014070,1014096,293904,296502,293734,1028038,1023486,1028884,305307,308121,306960,NA,1000968,1036527,NA,NA,NA,NA,NA,NA,313387,315051,313786,961011,962828,962704,16,Andrea,D3,0.108,0.1,0.093,O14,0.29,0.291,0.312,NA,NA,NA,NA,0.005,0.011,0.009,0.051,0.062,0.062,51,57,69,0,0,1,0.644,0.642,0.646,0.615,0.64,0.579,0.566,0.609,0.609,0.537,0.546,0.53,0.569,0.551,0.531,0.561,0.533,0.527,0.546,0.544,0.533,0.578,0.567,0.551,0.604,0.597,0.589,0.569,0.626,0.591,0.593,0.591,0.566
I3I5,no,5_3,5,5_3,15.861,15.864,15.86,5_3,15.943,15.944,15.942,5_3,16.046,16.045,16.045,NA,NA,NA,NA,NA,NA,NA,NA,288550,285364,289665,1436353,1436738,1438983,304678,305805,305503,1487130,1491825,1490920,310462,309340,310179,1533856,1531443,1530367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.604,0.585,0.588,0.551,0.566,0.563,0.526,0.547,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I4G5,no,5_3,5,5_3,17.716,17.714,17.712,5_3,17.744,17.74,17.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,295604,299201,298357,1195128,1196491,1199199,305236,304424,305267,1260265,1251886,1250382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.604,0.586,0.6,0.588,0.581,0.57,0.547,0.491,0.516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I4H5,yes,5_3,5,5_3,11.047,11.05,11.049,5_3,11.099,11.097,11.095,5_3,11.185,11.181,11.183,5_3,11.321,11.324,11.319,5_3,11.819,11.815,11.819,294905,294013,294016,925279,924255,924202,305783,303557,302205,953777,956282,956964,308269,307148,310218,975057,971301,972575,304184,304201,303621,994939,997280,995435,319424,320830,321983,1027271,1017099,1014180,18,Darren,O3,0.119,0.124,0.12,O14,0.261,0.242,0.212,NA,NA,NA,NA,0.146,0.166,0.167,0.157,0.178,0.18,68,28,49,0,0,0,0.571,0.564,0.565,0.597,0.557,0.584,0.548,0.57,0.538,0.549,0.549,0.541,0.551,0.521,0.533,0.53,0.538,0.544,0.558,0.543,0.544,0.525,0.513,0.533,0.543,0.545,0.561,0.545,0.549,0.556,0.579,0.582,0.584
I4I5,yes,5_3,5,5_3,11.181,11.186,11.182,5_3,11.206,11.208,11.209,5_3,11.221,11.218,11.222,5_3,11.292,11.292,11.293,5_3,11.418,11.419,11.418,293202,292098,292109,825184,823658,824800,304703,305200,307747,856137,857965,855395,308508,312447,309668,802302,804005,805262,306900,305844,305284,817869,819653,816835,322790,321677,319734,802525,798482,793417,14,Alyssa,D4,0.094,0.132,0.223,O14,0.36,0.381,0.32,NA,NA,NA,NA,0.115,0.129,0.127,0.122,0.138,0.135,74,48,45,0,0,0,0.591,0.583,0.586,0.586,0.64,0.578,0.542,0.58,0.534,0.559,0.562,0.561,0.58,0.505,0.572,0.532,0.584,0.54,0.526,0.55,0.55,0.57,0.581,0.577,0.577,0.582,0.582,0.536,0.572,0.583,0.564,0.578,0.618
O2G13,yes,5_3,5,NA,NA,NA,NA,5_3,15.858,15.855,15.856,5_3,15.745,15.74,15.742,5_3,15.698,15.698,15.694,5_3,15.738,15.736,15.734,NA,NA,NA,NA,NA,NA,304360,304394,303560,1012124,1010074,1009057,306823,307955,307698,1027662,1019910,1024025,305841,307224,307758,1030722,1037714,1037685,314627,315497,318304,1064988,1059604,1061608,13,Darren,O3,0.135,0.142,0.118,O14,0.331,0.374,0.369,NA,NA,NA,NA,0.061,0.062,0.065,0.097,0.103,0.105,40,17,62,0,0,0,NA,NA,NA,0.566,0.576,0.564,0.553,0.534,0.534,0.545,0.603,0.522,0.58,0.514,0.543,0.453,0.493,0.448,0.496,0.497,0.504,0.494,0.497,0.471,0.504,0.495,0.49,0.511,0.544,0.529,0.504,0.491,0.507
